operator,binding_energy,repressor,inducer_uM,m1p0,m2p0,m3p0,m0p1,m0p2,m0p3
O1,-15.3,8.0,5000,18.466773348892687,425.69593970350525,11505.898893897791,9233.38667444635,85974451.90120487,807067500865.0988
O1,-15.3,9.0,0,1.5528442869004249,16.481550156188142,280.54104896750516,776.4221434502106,722624.1943764073,782417089.2600474
O1,-15.3,9.0,0.1,1.5592711633350613,16.573455732802508,282.3979801614598,779.6355816675305,728301.5488077158,791237945.3927613
O1,-15.3,9.0,5,2.992502111981331,40.337055535207014,808.5101537035675,1496.251055990662,2539770.6748914625,4810482012.203255
O1,-15.3,9.0,10,5.63700279354521,95.30750556849601,2191.6181742776507,2818.501396772621,8677345.609626465,28880615831.69738
O1,-15.3,9.0,25,11.902793480097907,250.00671707835608,6457.258542227391,5951.3967400490055,36994114.137716755,238967235574.11368
O1,-15.3,9.0,50,15.587249569672109,347.69538004936686,9250.761310079999,7793.624784836105,62165761.20387958,506256705158.5608
O1,-15.3,9.0,75,16.77098254593255,379.62214795320494,10171.773502536733,8385.491272966412,71523730.86068532,619558918588.0818
O1,-15.3,9.0,100,17.300103787530627,393.95872363658,10586.3226803348,8650.05189376531,75901618.29952711,674821607502.2632
O1,-15.3,9.0,250,18.08422997452319,415.2714150436216,11203.5823110232,9042.114987261664,82608346.26620138,762107707899.852
O1,-15.3,9.0,500,18.285002748245617,420.74047459202825,11362.156418417395,9142.501374122876,84367336.4117951,785508062186.7935
O1,-15.3,9.0,1000,18.372319602253924,423.12045163351934,11431.185054032929,9186.159801127007,85137613.89954388,795820076891.2305
O1,-15.3,9.0,5000,18.435595873663573,424.84570545161455,11481.23228164721,9217.797936831714,85697813.25625752,803344279797.7101
O1,-15.3,10.0,0,1.4092497113801903,14.469459055999707,240.3953224820338,704.6248556900929,601513.1084182505,601875267.6007739
O1,-15.3,10.0,0.1,1.415131271864864,14.550289056883502,241.9885293967643,707.5656359324304,606257.9020808066,608665348.6868157
O1,-15.3,10.0,5,2.7370044295460145,35.68824056787438,700.080442794263,1368.502214773005,2137758.8252270417,3744671671.6251144
O1,-15.3,10.0,10,5.230813436233076,86.23091363652809,1954.3399976608969,2615.406718116524,7503097.514052199,23353964308.289734
O1,-15.3,10.0,25,11.439899035302512,237.9690093668782,6116.452481721908,5719.949517651281,34265700.1572138,213825023489.6228
O1,-15.3,10.0,50,15.302704911474697,340.053873117696,9030.809457792817,7651.3524557374085,60006991.605292894,481100809179.6333
O1,-15.3,10.0,75,16.579186838860362,374.43498710468674,10021.925808954276,8289.593419430048,69966439.51896775,600239613280.866
O1,-15.3,10.0,100,17.155518592760828,390.0374305902183,10472.880936005728,8577.759296380402,74693464.89078173,659432576565.5095
O1,-15.3,10.0,250,18.016240257184656,413.4204497064597,11149.930027393124,9008.120128592376,82016527.6267728,754281221011.9111
O1,-15.3,10.0,500,18.237910038172302,419.4572440824365,11324.943156742003,9118.955019086292,83953230.8150474,779980517454.9647
O1,-15.3,10.0,1000,18.334479587620507,422.08894665789023,11401.265775933796,9167.239793810331,84803410.10981372,791341137252.7312
O1,-15.3,10.0,5000,18.404523494936335,423.9984471001102,11456.653639521166,9202.261747468196,85422512.53668648,799644054089.2933
O1,-15.3,12.0,0,1.1892965192967841,11.548671808698607,184.04850477464788,594.6482596483894,437332.2149048852,382377802.40108025
O1,-15.3,12.0,0.1,1.1943234307020663,11.613138452140355,185.26463505360726,597.1617153510318,440795.7562465854,386680715.4380797
O1,-15.3,12.0,5,2.3378043198359033,28.74990107186055,542.4619946269315,1168.9021599179512,1578074.1208922379,2411047416.6344585
O1,-15.3,12.0,10,4.5719283182750825,71.92392558412166,1586.064209667607,2285.964159137546,5775685.156115991,15936184643.29675
O1,-15.3,12.0,25,10.614326020317808,216.6689991591062,5515.873754801669,5307.163010158949,29645696.788685445,173261030358.52585
O1,-15.3,12.0,50,14.763683915537744,325.6168157857505,8615.82286443721,7381.841957768951,56014832.37802492,435602477983.47327
O1,-15.3,12.0,75,16.208461588575336,364.4237537865397,9732.943252185838,8104.230794287723,67001198.040184826,563958374721.6804
O1,-15.3,12.0,100,16.873479212154123,382.39631845842246,10251.94576639685,8436.73960607718,72362426.69687413,630037928681.4907
O1,-15.3,12.0,250,17.88178306681114,409.7615932855582,11043.8982814112,8940.891533405576,80851880.51842475,738948613513.8503
O1,-15.3,12.0,500,18.14444860756919,416.91127683463486,11251.122336106886,9072.224303784713,83134147.2690593,769080913904.094
O1,-15.3,12.0,1000,18.259265256554908,420.03912110780715,11341.816924189832,9129.632628277426,84140900.57299589,782484150126.6006
O1,-15.3,12.0,5000,18.34269190850279,422.312797562556,11407.75846701223,9171.345954251443,84875890.44137874,792311879302.7012
O1,-15.3,14.0,0,1.0287336052503595,9.548842817961653,147.02202113499678,514.3668026251793,333822.24886434694,260993745.90060785
O1,-15.3,14.0,0.1,1.0331218454576103,9.601936190554184,147.98653278143,516.560922728805,336467.6003804275,263913943.31677142
O1,-15.3,14.0,5,2.0402306988307433,23.866124492638036,435.19227645511035,1020.1153494153724,1215411.4447336274,1652820174.5494778
O1,-15.3,14.0,10,4.060463172552372,61.22831403224508,1316.344549860425,2030.2315862761834,4587197.112266049,11384685477.11915
O1,-15.3,14.0,25,9.89988950301971,198.43336428584072,5004.548520770105,4949.94475150986,25904618.266481373,142400233145.94238
O1,-15.3,14.0,50,14.261343725184597,312.21049502083775,8231.17524380193,7130.671862592287,52409659.591241434,395695882076.7213
O1,-15.3,14.0,75,15.853953202481234,354.8698683006901,9457.449685211532,7926.976601240579,64221224.279834695,530559032582.8116
O1,-15.3,14.0,100,16.600563381110323,375.01286125106975,10038.615700701412,8300.281690555117,70139224.54832701,602374218397.5472
O1,-15.3,14.0,250,17.749317947110995,406.15909537972163,10939.531729893086,8874.658973555466,79711955.45723663,724031073670.7844
O1,-15.3,14.0,500,18.051940192295582,414.3922830678632,11178.09867468409,9025.970096147885,82327035.9577569,758384584073.8129
O1,-15.3,14.0,1000,18.184665514262235,418.00669354323924,11282.88229431308,9092.332757131158,83486152.56963128,773759584001.8387
O1,-15.3,14.0,5000,18.281274388089763,420.6388710351945,11359.209809330905,9140.637194044954,84334517.44129257,785069574005.382
O1,-15.3,16.0,0,0.9063679267534601,8.105137972606071,121.22306481718283,453.18396337673164,264217.85459698085,187895577.25214782
O1,-15.3,16.0,0.1,0.9102610518320826,8.149956626004672,122.01098137899923,455.13052591604134,266308.5470993685,189982039.11604565
O1,-15.3,16.0,5,1.8098581107748548,20.27420804855371,358.6782618756779,904.9290553874325,966783.6231644299,1188378242.3966565
O1,-15.3,16.0,10,3.651920059972233,52.98443915169432,1112.505572084599,1825.9600299861165,3734311.13610715,8433500026.364752
O1,-15.3,16.0,25,9.275563363718192,182.66852958191419,4564.966619420353,4637.781681859071,22832631.64658146,118499619833.65918
O1,-15.3,16.0,50,13.792063310591487,299.73174990089933,7873.806978191584,6896.031655295752,49142968.75324702,360545619429.1324
O1,-15.3,16.0,75,15.51462037922439,345.7436205333826,9194.563165179366,7757.3101896122,61611381.187045075,499760292183.2142
O1,-15.3,16.0,100,16.336335446344044,367.8746224060615,9832.521442734282,8168.167723172101,68017299.89246067,576315548423.4191
O1,-15.3,16.0,250,17.618800952889686,402.61170064575697,10836.793081180502,8809.400476444933,78596056.74434823,709514611176.6715
O1,-15.3,16.0,500,17.960370289613273,411.89984843227245,11105.859862529956,8980.185144806706,81531664.37781385,747886797716.1709
O1,-15.3,16.0,1000,18.110672858533196,415.99144960894546,11224.455517767019,9055.336429266705,82839045.17031166,765164966200.9954
O1,-15.3,16.0,5000,18.220266788279318,418.97654906858986,11311.004147225036,9110.133394139753,83798326.45253342,777915761531.2634
O1,-15.3,19.0,0,0.7691370905216925,6.573831442539534,94.85512607041544,384.56854526084675,195726.73259225005,123630570.77707656
O1,-15.3,19.0,0.1,0.7724663281799775,6.609841561772534,95.4621664395741,386.2331640899884,197268.4517595218,124985335.09978516
O1,-15.3,19.0,5,1.5477174129979923,16.40834647217347,279.06337979156217,773.8587064989953,718110.996982901,775427162.3675108
O1,-15.3,19.0,10,3.1730377297893746,43.71101713018976,888.4151072118929,1586.518864894685,2844363.7348615355,5672387973.263176
O1,-15.3,19.0,25,8.473961165423077,162.69521030612444,4011.879294266129,4236.980582711559,19160843.737140868,91787968496.62755
O1,-15.3,19.0,50,13.143326505308702,282.55914680281126,7383.161094112923,6571.663252654295,44789299.336282164,315262059242.95703
O1,-15.3,19.0,75,15.032010047574996,332.797163250785,8822.123312931797,7516.00502378756,57986185.666646674,457901572443.3826
O1,-15.3,19.0,100,15.955397025081437,357.6017522230148,9536.19613325082,7977.698512540773,65011160.14788822,539988026372.89954
O1,-15.3,19.0,250,17.426585212968103,397.3912710259129,10685.658530760009,8713.292606483925,76965795.8406737,688462713065.9626
O1,-15.3,19.0,500,17.824744140658353,408.2101090415635,10998.94692101126,8912.372070329293,80360124.1978974,732502362914.3093
O1,-15.3,19.0,1000,18.00080604983282,413.0003426656101,11137.753901245995,9000.403024916277,81882451.43603425,752511419384.1394
O1,-15.3,19.0,5000,18.129515057091396,416.50456944252153,11239.331187859305,9064.757528545742,83003612.12086605,767348017484.1829
O1,-15.3,22.0,0,0.6679973327404212,5.507835575589098,77.19891094540044,333.99866637021137,151735.06305933362,86932097.5011093
O1,-15.3,22.0,0.1,0.6709051453574878,5.537716046578762,77.68518330861247,335.4525726787439,152922.90557762652,87871111.64727874
O1,-15.3,22.0,5,1.351906623469458,13.688678793200122,225.09500230738507,675.9533117347268,556220.1917596054,538274605.5035161
O1,-15.3,22.0,10,2.80518868781605,36.913808944561026,728.4651576502475,1402.594343908021,2241706.315500237,4012082791.4793205
O1,-15.3,22.0,25,7.799888098282409,146.1679348926144,3558.0494664089274,3899.944049141191,16312717.13554309,72589519310.87184
O1,-15.3,22.0,50,12.55287725184459,267.0154864313366,6940.315652911266,6276.43862592227,40991761.69816845,277296699713.2249
O1,-15.3,22.0,75,14.578518847408327,320.6695691356778,8473.796155766402,7289.259423704161,54672957.96300168,420615291870.8463
O1,-15.3,22.0,100,15.591819578095283,347.8182187017932,9254.298705116951,7795.909789047672,62200721.09152858,506667211163.57574
O1,-15.3,22.0,250,17.23851824134099,392.28812527600525,10537.987796415307,8619.259120670627,75385920.49886762,668240075646.8047
O1,-15.3,22.0,500,17.691150977545664,404.5778803255353,10893.733126573468,8845.575488772998,79213746.35013887,717539347594.5908
O1,-15.3,22.0,1000,17.89226419811775,410.0467278559443,11052.160164481817,8946.132099058841,80942392.19903184,740136897017.5491
O1,-15.3,22.0,5000,18.039662880093196,414.0580495746049,11168.410642062527,9019.83144004659,82220190.63163635,756971890346.8522
O1,-15.3,22.0,0,0.6679973327404212,5.507835575589098,77.19891094540044,333.99866637021137,151735.06305933362,86932097.5011093
O1,-15.3,22.0,0.1,0.6709051453574878,5.537716046578762,77.68518330861247,335.4525726787439,152922.90557762652,87871111.64727874
O1,-15.3,22.0,5,1.351906623469458,13.688678793200122,225.09500230738507,675.9533117347268,556220.1917596054,538274605.5035161
O1,-15.3,22.0,10,2.80518868781605,36.913808944561026,728.4651576502475,1402.594343908021,2241706.315500237,4012082791.4793205
O1,-15.3,22.0,25,7.799888098282409,146.1679348926144,3558.0494664089274,3899.944049141191,16312717.13554309,72589519310.87184
O1,-15.3,22.0,50,12.55287725184459,267.0154864313366,6940.315652911266,6276.43862592227,40991761.69816845,277296699713.2249
O1,-15.3,22.0,75,14.578518847408327,320.6695691356778,8473.796155766402,7289.259423704161,54672957.96300168,420615291870.8463
O1,-15.3,22.0,100,15.591819578095283,347.8182187017932,9254.298705116951,7795.909789047672,62200721.09152858,506667211163.57574
O1,-15.3,22.0,250,17.23851824134099,392.28812527600525,10537.987796415307,8619.259120670627,75385920.49886762,668240075646.8047
O1,-15.3,22.0,500,17.691150977545664,404.5778803255353,10893.733126573468,8845.575488772998,79213746.35013887,717539347594.5908
O1,-15.3,22.0,1000,17.89226419811775,410.0467278559443,11052.160164481817,8946.132099058841,80942392.19903184,740136897017.5491
O1,-15.3,22.0,5000,18.039662880093196,414.0580495746049,11168.410642062527,9019.83144004659,82220190.63163635,756971890346.8522
O1,-15.3,26.0,0,0.5683486184976675,4.51213785064793,61.3068651573698,284.17430924883377,113783.75481997113,58590902.60839539
O1,-15.3,26.0,0.1,0.5708363739125571,4.536316625601397,61.6852602665833,285.41818695627916,114666.02251927526,59211392.254146606
O1,-15.3,26.0,5,1.1567731074330223,11.134256339986377,176.2629640726075,578.3865537165117,415250.3406316476,355299339.8795677
O1,-15.3,26.0,10,2.4296334017689056,30.30850537652426,577.3777571031541,1214.8167008844514,1699409.1466375268,2684185319.846818
O1,-15.3,26.0,25,7.051945623246155,128.16513146597225,3068.4646185103784,3525.9728116230867,13411292.858476229,54544739260.96683
O1,-15.3,26.0,50,11.843470988926208,248.46046986635298,6413.430041433136,5921.735494463186,36638945.2033209,235646506923.51996
O1,-15.3,26.0,75,14.014781416462831,305.64844183348845,8043.166868910288,7007.390708231481,50681090.76388565,376973979570.0044
O1,-15.3,26.0,100,15.132064802141379,335.47791032122666,8899.193352279115,7566.03240107081,58729375.97575411,466393826563.06366
O1,-15.3,26.0,250,16.993987053921057,385.65983664538135,10346.287519302894,8496.993526960583,73354256.03763634,642496784419.6824
O1,-15.3,26.0,500,17.516110958279285,399.8221352782077,10756.024808430668,8758.055479139764,77723149.40964782,698219446256.1296
O1,-15.3,26.0,1000,17.74956167792178,406.1657218579463,10939.723673540193,8874.780838961147,79714046.06221764,724058350568.7443
O1,-15.3,26.0,5000,17.921236318569854,410.8349710282358,11075.000842742398,8960.618159284963,81192827.4580182,743427647837.3276
O1,-15.3,30.0,0,0.49457085425656633,3.8113085345191475,50.515674963511266,247.28542712828278,89137.79533511098,42065340.25768497
O1,-15.3,30.0,0.1,0.4967445098577733,3.831502641496995,50.821658846756755,248.37225492888652,89821.89066336166,42502113.85027171
O1,-15.3,30.0,5,1.01086532007471,9.3335838277026,143.12256567917083,505.43266003735476,323157.39254284406,249322998.30323404
O1,-15.3,30.0,10,2.1427628850945357,25.519071701812372,471.11207538035274,1071.3814425472635,1335095.4157966736,1892982582.2356844
O1,-15.3,30.0,25,6.434894358831116,113.6219757902669,2677.3263091327744,3217.4471794155593,11224593.389588159,42061575297.60758
O1,-15.3,30.0,50,11.209957726682656,232.01379359049827,5948.207703876941,5604.978863341363,32947127.978266273,201983947939.83508
O1,-15.3,30.0,75,13.49301922159932,291.80410008318205,7647.130674717138,6746.509610799686,47112611.47845514,339200102320.96826
O1,-15.3,30.0,100,14.698646938611152,323.8784249166321,8565.905958623662,7349.323469305549,55541790.77793147,430301283230.1871
O1,-15.3,30.0,250,16.756296263751576,379.22476987146877,10160.291239492952,8378.14813187577,71403926.83160461,618066270541.6843
O1,-15.3,30.0,500,17.344500770066453,395.1633652522603,10621.180765162566,8672.25038503346,76274386.27141759,679590791149.2344
O1,-15.3,30.0,1000,17.609117438496508,402.3485918776916,10829.174260515478,8804.558719248314,78513551.88912094,708444750695.8579
O1,-15.3,30.0,5000,17.804354506621557,407.6555984495523,10982.882446562373,8902.17725331086,80184670.29071486,730206408439.166
O1,-15.3,35.0,0,0.4255238827372769,3.184490520713285,41.17551817482265,212.76194136863862,68736.04484044727,29665284.87730673
O1,-15.3,35.0,0.1,0.42740119102457275,3.2011531832548292,41.419711643971375,213.7005955122861,69256.66093020754,29965984.061787147
O1,-15.3,35.0,5,0.8731919279022403,7.726242945014647,114.59733662845244,436.59596395112123,246731.9771743317,170724237.9418726
O1,-15.3,35.0,10,1.867186014022265,21.151725896083157,377.16266481299397,933.593007011131,1026027.3552135376,1294620998.4306052
O1,-15.3,35.0,25,5.800462572905767,99.00965080013609,2289.0992922921546,2900.231286452892,9173283.049352976,31323285912.19888
