operator,binding_energy,repressor,inducer_uM,m1p0,m2p0,m3p0,m0p1,m0p2,m0p3,m1p1,m2p1,m1p2
O1,-15.3,5.0,5000.0,18.892749926138304,442.68872786263745,12141.519347149086,18892.749926138553,361453917.05202717,6999599634569.058,361435.02430210327,8546133.41126536,6998876745.627711
O1,-15.3,6.0,0.0,2.2764876559843077,27.870285900289424,526.1928268703068,2276.4876559843124,6509865.551585177,22297934290.7137,6507.5890639291965,83798.968306859,22284916.836098187
O1,-15.3,6.0,0.1,2.2855328258874863,28.022231325040323,529.5913635372926,2285.5328258874906,6558594.488169121,22536257226.403824,6556.308955343241,84547.90346172349,22523142.32296032
O1,-15.3,6.0,1.0,2.433895035499867,30.547904115031166,586.5297001482558,2433.8950354998688,7383221.703978569,26685339641.05276,7380.787808943074,97380.63153828093,26670575.631539855
O1,-15.3,6.0,5.0,4.230835961964762,65.20094875029578,1427.0411598833673,4230.835961964779,21110419.928464975,120564193212.45032,21106.189092502995,339463.8217716621,120521976.60342917
O1,-15.3,6.0,7.5,5.84288327846502,100.78640893190124,2356.5639235983026,5842.883278465052,39146042.96660024,293585256845.1069,39140.20008332183,700279.807287025,293506970.602057
O1,-15.3,6.0,10.0,7.480405930793909,139.6814102216017,3413.1606750403766,7480.405930793925,62795687.69045512,579771394450.7053,62788.207284524644,1209437.4156086273,579645810.5557314
O1,-15.3,6.0,25.0,13.789472909867802,303.0345782641188,8057.068503642565,13789.472909868044,200642185.12325925,3052103483736.118,200628.39565035002,4481562.426565631,3051702213.155346
O1,-15.3,6.0,50.0,16.803236446082188,385.0245284938962,10447.737288066844,16803.23644608223,290633170.72554034,5152843346651.516,290616.3674890963,6737457.056112318,5152262097.113316
O1,-15.3,6.0,75.0,17.684541082676933,409.27744203146,11159.089521605492,17684.541082676948,319685279.031792,5891792788237.309,319667.5944907116,7476509.169183253,5891153435.363795
O1,-15.3,6.0,100.0,18.066152194175128,419.8111413122152,11468.533309672264,18066.152194175444,332637593.4085258,6229770248992.721,332619.52725633164,7807356.248599226,6229104991.872044
O1,-15.3,6.0,250.0,18.61830149062032,435.0839903484305,11917.677628391753,18618.30149062069,351771613.0822591,6738245009170.457,351752.99478076806,8297505.039411366,6737541484.562605
O1,-15.3,6.0,500.0,18.757178678410444,438.93108868122613,12030.898832439478,18757.17867841046,356656904.0734449,6869779045457.265,356638.1468947682,8422903.82198323,6869065750.40633
O1,-15.3,6.0,1000.0,18.817265142769518,440.5962536557666,12079.915463479176,18817.265142769997,358779575.47261477,6927143782723.57,358760.7582074734,8477421.019070663,6926426242.38988
O1,-15.3,6.0,5000.0,18.860690898267602,441.7999579420884,12115.352160529837,18860.69089826784,360317055.47951514,6968773898242.906,360298.19478861813,8516920.208356956,6968053282.992666
O1,-15.3,8.0,0.0,1.7599310215958854,19.614239561159238,346.8703447210308,1759.9310215958853,4023341.276366039,11259382804.766869,4021.581345344445,47223.993066849725,11251337.882145163
O1,-15.3,8.0,0.1,1.7671399263656977,19.723388779049436,349.1637775081742,1767.1399263656986,4054019.268875951,11380964945.638395,4052.2521289495808,47652.724370960554,11372858.674240557
O1,-15.3,8.0,1.0,1.885635290041868,21.54332828333716,387.73972920333773,1885.6352900418676,4574653.348023667,13504029171.492535,4572.767712733622,55024.52417256218,13494881.750431778
O1,-15.3,8.0,5.0,3.359616261027339,47.56810472668451,987.9851865385168,3359.6162610273386,13599314.431266487,64032263515.09311,13595.954815005478,201619.45095723955,64005068.245846815
O1,-15.3,8.0,7.5,4.74598681605922,76.20805851691838,1709.4272485545566,4745.9868160592405,26296110.642972555,165453447964.35052,26291.364656156547,439697.9813564102,165400860.48905134
O1,-15.3,8.0,10.0,6.2208419822830825,109.55745803048592,2591.876410679911,6220.841982283122,44135138.61028773,348978163915.2672,44128.91776830552,805022.6749690257,348889899.8588891
O1,-15.3,8.0,25.0,12.62648343418616,271.89237450838317,7156.413041605158,12626.483434186248,169931486.4374488,2410562277902.67,169918.85995401474,3727087.196772312,2410222427.5562806
O1,-15.3,8.0,50.0,16.166504504149792,367.57176198803825,9936.88600416006,16166.50450414998,270400733.60482305,4654659692741.652,270384.5671003186,6225500.920881177,4654118907.440932
O1,-15.3,8.0,75.0,17.270586349562667,397.87239675904675,10824.372250386801,17270.58634956318,305888913.0296302,5537508404477.773,305871.6424432809,7125000.14689119,5536896643.922291
O1,-15.3,8.0,100.0,17.759044045242614,411.3325050929751,11219.438139612725,17759.044045243016,322196427.2120537,5956917445635.508,322178.6681680085,7540590.318404476,5956273070.540121
O1,-15.3,8.0,250.0,18.477245619702913,431.1788272677134,11802.782192581199,18477.245619702935,346839500.7301321,6606149017454.182,346821.02348451485,8171007.286240185,6605455356.929979
O1,-15.3,8.0,500.0,18.66006084567498,436.24055143146995,11951.712019755232,18660.060845674994,353237525.71337897,6777641975625.194,353218.8656525356,8335122.4665281065,6776935519.233828
O1,-15.3,8.0,1000.0,18.739431660230515,438.4393474422085,12016.424880616005,18739.431660230755,356030995.80918753,6852888554100.6,356012.2563775291,8406832.012201646,6852176510.848435
O1,-15.3,8.0,5000.0,18.79689814349968,440.031780900198,12063.298665137723,18796.89814350018,358059462.88125545,6907668505473.533,358040.6659831137,8458924.059949847,6906952405.344679
O1,-15.3,9.0,0.0,1.580604003857171,16.959318297924032,291.84451338381166,1580.6040038571725,3297047.3761917455,8501976451.208296,3295.466772187889,37274.50198352999,8495383.937059907
O1,-15.3,9.0,0.1,1.5871457715737263,17.054085636841208,293.7823280468409,1587.1457715737251,3322295.56369485,8593797289.499054,3320.708417923279,37613.55775816507,8587154.285517436
O1,-15.3,9.0,1.0,1.694754858882702,18.63578879359871,326.4180447364727,1694.754858882701,3751171.5575576625,10198487851.97615,3749.4768026987826,43449.451667848494,10190987.203615896
O1,-15.3,9.0,5.0,3.0459981465302195,41.57855396142144,843.6617646714028,3045.9981465302358,11287885.675567295,49002708834.66165,11284.839677420774,161541.7253892515,48980136.109308645
O1,-15.3,9.0,7.5,4.338727691627538,67.47383533683171,1484.8975310729181,4338.727691627556,22151042.87244092,129218072213.08853,22146.704144749317,359293.93515972234,129173774.46607146
O1,-15.3,9.0,10.0,5.737773748722919,98.37242398267645,2292.160962401982,5737.773748722949,37809331.98463229,279247504992.37354,37803.59421088366,672515.0863398833,279171892.0661779
O1,-15.3,9.0,25.0,12.115576037106022,258.3213798921178,6765.562734182529,12115.576037106175,157171660.9133155,2157102077408.291,157159.5453372783,3416688.0984791596,2156787746.2020426
O1,-15.3,9.0,50.0,15.86589800843602,359.3541489861232,9696.6829734692,15865.898008436383,261072495.37526894,4429744145774.717,261056.62947726162,5990292.680806258,4429222016.649868
O1,-15.3,9.0,75.0,17.070792212934574,392.37610804478885,10663.191814179107,17070.79221293496,299325278.3227622,5371081783187.039,299308.2075305495,6958111.026052035,5370483149.701168
O1,-15.3,9.0,100.0,17.609372391289202,407.2047470999911,11098.2341775873,17609.372391289387,317160358.14422584,5826507803408.534,317142.7487718356,7412107.451379203,5825873500.301635
O1,-15.3,9.0,250.0,18.40751615956335,429.2492154324775,11746.023347671144,18407.51615956334,344412490.4436006,6541406737312.121,344394.0829274427,8108798.422635468,6540717930.738753
O1,-15.3,9.0,500.0,18.61187808605415,434.9061065660229,11912.443272145447,18611.878086054305,351546360.7405838,6732196757457.701,351527.74886250147,8291725.548135491,6731493683.348108
O1,-15.3,9.0,1000.0,18.700755876450774,437.3678285735804,11984.887594985923,18700.755876451043,354668608.16304004,6816162504470.277,354649.9074071669,8371854.857011061,6815453185.954732
O1,-15.3,9.0,5000.0,18.765163318190396,439.1523418764717,12037.411394428433,18765.163318190596,356938663.9472785,6877386149695.407,356919.8987839634,8430139.266865358,6876672291.132675
O1,-15.3,10.0,0.0,1.4344424325302148,14.884835409055684,249.95935692105837,1434.4424325302157,2757608.811059128,6614383700.271958,2756.174368626597,30160.311583892053,6608869.917092269
O1,-15.3,10.0,0.1,1.4404291358522585,14.968161635233347,251.62123602190184,1440.429135852258,2778775.0782751893,6685691336.2404375,2777.334649139336,30434.55113784157,6680135.226513023
O1,-15.3,10.0,1.0,1.5389671926157134,16.359948928812138,279.6364829075147,1538.967192615714,3138564.7941004424,7932559928.806576,3137.0258269078254,35158.26701742649,7926284.338185564
O1,-15.3,10.0,5.0,2.7859330110622054,36.778586876721434,730.2392293936414,2785.933011062212,9530455.142694304,38445615041.0491,9527.669209683256,132041.84820097877,38426556.91669665
O1,-15.3,10.0,7.5,3.9958396437360406,60.31424511089472,1303.5373250182258,3995.8396437360707,18927699.55606965,103027704895.85335,18923.703716425924,298391.6473406202,102989853.4925808
O1,-15.3,10.0,10.0,5.324323069921605,88.99177186681473,2043.5226883386108,5324.323069921651,32767103.571296524,227193451823.32742,32761.779248226638,569056.9541933165,227127922.9405079
O1,-15.3,10.0,25.0,11.64440657151378,245.87256605291543,6408.019950334125,11644.406571513873,145806385.65889534,1938303938348.398,145794.74125232425,3141968.8712874083,1938012337.2214885
O1,-15.3,10.0,50.0,15.576266633405679,351.45065058870654,9465.873355729356,15576.266633405996,252221728.44557345,4219222850255.9707,252206.15217894086,5767641.552339075,4218718422.375352
O1,-15.3,10.0,75.0,16.87556783333754,387.0109518795088,10505.938610565863,16875.5678333378,292971950.3584525,5211320319740.095,292955.0747906213,6796787.754288547,5210734392.714959
O1,-15.3,10.0,100.0,17.462202491718806,403.1488509320149,10979.183593886564,17462.20249171878,312242169.62177473,5699912957649.662,312224.7074192851,7286752.265144398,5699288490.77264
O1,-15.3,10.0,250.0,18.338311011080044,427.334684271858,11689.716742881174,18338.311011080274,342011022.55425566,6477515762838.452,341992.6842432478,8047269.633521442,6476831759.131645
O1,-15.3,10.0,500.0,18.563943514170614,433.57880251345506,11873.38870156667,18563.943514170915,349867386.58060384,6687160814296.707,349848.82263709255,8248653.488338818,6686461098.087484
O1,-15.3,10.0,1000.0,18.66223940758128,436.3008940947861,11953.487820994238,18662.23940758129,353314073.7852072,6779700934586.034,353295.41154580197,8337087.049995754,6778994325.100704
O1,-15.3,10.0,5000.0,18.733535468160646,438.27598142893726,12011.616472509779,18733.53546816084,355823151.7648955,6847282241504.844,355804.4182294295,8401495.441775627,6846570613.934868
O1,-15.3,12.0,0.0,1.2105572052727238,11.874513442882119,191.20638008253928,1210.5572052727223,2023174.4596674123,4291602109.001207,2021.9639024621401,20925.36205508832,4287556.970639075
O1,-15.3,12.0,0.1,1.2156739812181627,11.940940849971518,192.47392560733192,1215.6739812181606,2038715.038626192,4337533952.462307,2037.4993646449752,21114.65666345646,4333457.7380590355
O1,-15.3,12.0,1.0,1.2999715293647194,13.05157293558732,213.8683317666152,1299.9715293647218,2303130.3946812297,5141102328.731073,2301.8304231518628,24377.9858447703,5136497.367913241
O1,-15.3,12.0,5.0,2.3795965244802217,29.6163243169028,565.4322958681693,2379.5965244802264,7075878.14072234,25113718463.770103,7073.498544197863,92563.62161979522,25099569.08708518
O1,-15.3,12.0,7.5,3.45046214454453,49.341351065546576,1031.2427802628094,3450.462144544542,14307900.446255784,68881874250.50655,14304.44998411125,214160.975520216,68853261.9000762
O1,-15.3,12.0,10.0,4.653659266530804,74.2073579870248,1657.7041788032466,4653.659266530816,25326423.636128575,156732267250.32,25321.769976862062,420698.3999510824,156681619.05670702
O1,-15.3,12.0,25.0,10.804075043124719,223.84583172750183,5777.984994961922,10804.075043124816,126507104.2419167,1582791592249.8525,126496.30016687422,2679783.9268081696,1582538588.8454494
O1,-15.3,12.0,50.0,15.027609725866263,336.5187737214775,9030.41000289967,15027.609725866503,235826817.4288375,3836914683103.6523,235811.78981911202,5356627.169151544,3836443044.4964
O1,-15.3,12.0,75.0,16.498215242434117,376.656249891085,10202.677926834203,16498.21524243436,280861037.00022256,4910484503017.642,280844.53878498054,6489887.714107472,4909922797.441854
O1,-15.3,12.0,100.0,17.175121180351674,395.245481905259,10747.326698690325,17175.12118035199,302744936.4911486,5457616948697.411,302727.76136996836,7045032.175391994,5457011475.999552
O1,-15.3,12.0,250.0,18.2014501711075,423.55018223889243,11578.439700559098,18201.450171107655,337283287.7892618,6352231920260.044,337265.0863390923,7926213.532741426,6351557371.885911
O1,-15.3,12.0,500.0,18.468811302484163,430.94539523499117,11795.915409845828,18468.811302484457,346545543.2948259,6598298327158.984,346527.07448352454,8163471.237536727,6597605254.541221
O1,-15.3,12.0,1000.0,18.585680493186178,434.1806644221993,11891.097374181516,18585.680493186246,350628323.7942001,6707561701755.422,350609.7381137097,8268172.92557854,6706860463.693522
O1,-15.3,12.0,5000.0,18.670598537583555,436.53243363565264,11960.301786738242,18670.59853758372,353607854.7670446,6787604500643.299,353589.1841685072,8344627.081033643,6786897303.6043625
O1,-15.3,14.0,0.0,1.0471239576807665,9.814271572690338,152.62782126912543,1047.1239576807675,1557512.2061771448,2986597315.5314507,1556.465082219464,15394.935470241908,2983483.3382430538
O1,-15.3,14.0,0.1,1.0515906451007337,9.86895767351973,153.63240533783738,1051.5906451007331,1569446.253019103,3018239308.050409,1568.3946623740017,15533.020187832833,3015101.467135016
O1,-15.3,14.0,1.0,1.125227969991271,10.783790187780129,170.5996408879728,1125.2279699912729,1772614.214038107,3571832440.810947,1771.4889860681153,17914.297617977478,3568288.337610839
O1,-15.3,14.0,5.0,2.076703271904412,24.576468355822414,453.33177868155747,2076.703271904416,5478993.711130912,17445119372.030273,5476.917007859003,68222.78414750137,17434163.461311277
O1,-15.3,14.0,7.5,3.0360788732276376,41.39260438124092,839.2285739476374,3036.078873227638,11218198.720729442,48569228679.19221,11215.162641856221,160354.89353273134,48546795.31782965
O1,-15.3,14.0,10.0,4.133050816615727,63.156687525021574,1375.2239471045555,4133.05081661575,20188178.77251529,113051224008.74129,20184.045721698683,322020.9036057001,113010851.78424704
O1,-15.3,14.0,25.0,10.076866765212202,204.98884502657336,5241.624817794524,10076.866765212299,110825191.10135898,1309939285209.374,110815.11423459364,2308884.5201655393,1309717644.904036
O1,-15.3,14.0,50.0,14.516289355325153,322.65316135619645,8626.793610641538,14516.289355325329,220989476.60654053,3499838485389.4106,220974.9603171852,4986374.040565854,3499396520.9524984
O1,-15.3,14.0,75.0,16.13736941958621,366.77466713383774,9913.577141339088,16137.369419586448,269490323.0369547,4632573413585.8955,269474.1856675339,6202521.312224882,4632034449.077192
O1,-15.3,14.0,100.0,16.897326517420666,387.6086544647067,10523.453261354962,16897.32651742082,293677105.60916686,5228986910217.689,293660.20828264963,6814682.199828508,5228399572.903803
O1,-15.3,14.0,250.0,18.066617013439515,419.8239830089775,11468.910723598136,18066.61701343961,332653505.958485,6230188603801.522,332635.4393414716,7807763.193386849,6229523314.856219
O1,-15.3,14.0,500.0,18.374649142887474,428.33989203462477,11719.278952243292,18374.649142887767,343271075.0055883,6511018284157.284,343252.7003564448,8079550.684167329,6510331760.381904
O1,-15.3,14.0,1000.0,18.509747154377386,432.0784329871962,11829.246743090127,18509.74715437779,347973269.5238286,6636452048717.41,347954.75977667526,8200076.68787017,6635756120.688122
O1,-15.3,14.0,5000.0,18.60808307515711,434.8010133176167,11909.350862939067,18608.08307515725,351413308.7182807,6728624865112.786,351394.7006352086,8288311.820370143,6727922057.103441
O1,-15.3,16.0,0.0,0.9225707858022381,8.327527574656113,125.76538464088067,922.5707858022371,1242710.0221730454,2189187689.1774507,1241.7874513872443,11830.474250220845,2186703.1917038905
O1,-15.3,16.0,0.1,0.9265335070735838,8.373673975774134,126.58552246246408,926.5335070735836,1252190.5203382003,2212112241.068607,1251.2639868311262,11935.504605340288,2209608.7865614383
