operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,m0p3,m1p0,m1p1,m1p2,m2p0,m2p1,m3p0
O1,-15.3,7.0,0.0,-0.0005389792662375444,-1.68948904310163e-07,2898975573.946504,1.5014654495398223,2066.759747530909,4105428.945035222,13.340136417928633,20856.167215519574,200.29465255153812
O1,-15.3,7.0,0.1,-0.0005337350228647196,-1.6866031328584667e-07,2929831964.369684,1.5075352321113606,2082.211104537645,4149021.246876038,13.41672611749418,21047.549025048884,201.7018994385929
O1,-15.3,7.0,5.0,-1.1129695707959049e-05,-1.0139535076151375e-07,15832732238.659363,2.8326884756792667,6766.899181580008,22315372.215572305,32.90927531893196,88810.43313048275,597.9496003178049
O1,-15.3,7.0,10.0,0.00016830442783875258,-5.1608157548433883e-08,79672340358.63269,5.137653556454209,20801.778195664694,111521667.24913432,75.20501248853652,339059.2571983889,1580.744783117588
O1,-15.3,7.0,25.0,0.00026297407941300755,-2.5561595549243656e-08,466371170144.4916,9.970440487943238,71605.87773383997,644377086.0589195,178.80928585786307,1396862.2305507113,4212.7943263815705
O1,-15.3,7.0,50.0,0.0002964511499756092,-2.1288319334397686e-08,829995996266.3972,12.463618156901767,107635.24224570187,1139972910.9885426,235.77987625453432,2196473.324201493,5712.187802097942
O1,-15.3,7.0,75.0,0.00030697419173638914,-2.044430169782932e-08,963853980212.4578,13.217234380909083,119696.14960754289,1321584077.7859488,253.2620394452884,2468773.097455184,6176.1629519297885
O1,-15.3,7.0,100.0,0.0003116943724441007,-2.012233791234089e-08,1026019831241.7336,13.547129260787234,125138.42701840242,1405803448.767853,260.9456509529833,2592234.8635679055,6380.54111380515
O1,-15.3,7.0,250.0,0.00031890109436341667,-1.9706662506298668e-08,1120621282569.0146,14.02833454749534,133250.68560882064,1533826652.306667,272.18431039977133,2776883.7014283584,6679.938061789879
O1,-15.3,7.0,500.0,0.0003207109333513078,-1.9607618087415263e-08,1145299162939.3738,14.150097450354874,135335.6731411725,1567196872.5555446,275.0336316310113,2824454.040465406,6755.92554791482
O1,-15.3,7.0,1000.0,0.0003214995366443184,-1.9565675852632067e-08,1156087863824.3845,14.202870774430913,136243.34280775787,1581782419.45905,276.2692265946128,2845176.915034363,6788.8870904879195
O1,-15.3,7.0,5000.0,0.00032207160766194805,-1.9535702194667244e-08,1163927225890.905,14.2410456190794,136901.43606916745,1592379435.7960374,277.16327290969616,2860206.9136089096,6812.740948399121
O1,-15.3,11.0,0.0,-0.0012874815574624773,-1.497718979481328e-07,1000361087.1209984,0.993101020242926,972.5198021077257,1420076.9010427534,7.464295649579659,8293.097738504819,98.30756531332784
O1,-15.3,11.0,0.1,-0.0012776216134191267,-1.5061729859605603e-07,1010980746.9868993,0.9972744480572652,979.8826296961412,1435119.921174979,7.507824108568388,8369.642517290942,99.0109751412552
O1,-15.3,11.0,5.0,-0.00025893061070930625,-1.4475390985818042e-07,5724893473.642466,1.941376421591246,3330.3986720140806,8093453.846505437,19.22984301121336,37431.088668798046,312.82668917759895
O1,-15.3,11.0,10.0,9.512978024192499e-05,-7.413582106607088e-08,34065436932.038193,3.7563569571729847,11524.255657058371,47876377.29038383,48.910870356827886,168541.17520335506,956.9605893917814
O1,-15.3,11.0,25.0,0.00024154509912472624,-2.983298281218627e-08,304628234146.1984,8.47751536303328,53074.877473320455,422513736.54123545,145.55645317733956,997273.8678856852,3350.036075760705
O1,-15.3,11.0,50.0,0.0002843118733500812,-2.2518574865910788e-08,685803186385.3619,11.569842477624984,94019.65929068424,943884164.9091632,215.1884722277086,1891554.5124687944,5167.780176821394
O1,-15.3,11.0,75.0,0.00029860122390264974,-2.110051438376255e-08,856749108477.3871,12.619452867119053,110086.30274951947,1176300764.7259398,239.3864290470657,2251655.604354624,5807.780769288376
O1,-15.3,11.0,100.0,0.00030528671604351283,-2.056744574350377e-08,941922218920.1992,13.098003618928162,117753.3505604744,1291853861.9284935,250.4894778313717,2424784.7726603555,6102.480704554322
O1,-15.3,11.0,250.0,0.0003158078951862564,-1.988527071118784e-08,1078728884770.506,13.818160240178043,129682.36313935633,1477154017.504395,267.27128159827566,2695575.039697969,6548.990842461547
O1,-15.3,11.0,500.0,0.0003185513160805871,-1.9726260437282252e-08,1115865649943.9238,14.004698605549756,132847.46116593253,1527394718.3951554,271.63146782108697,2767689.030600199,6665.198235927264
O1,-15.3,11.0,1000.0,0.00031975805150878146,-1.9659276016048157e-08,1132291595422.9016,14.0861011565505,134238.22920329927,1549608935.4687574,273.53581178757736,2799409.601481489,6715.976745137779
O1,-15.3,11.0,5000.0,0.0003206378402079233,-1.9611543708540904e-08,1144300100735.4917,14.145196577940789,135251.50405132215,1565846120.2068732,274.91890680013506,2822532.810714891,6752.865378488775
O1,-15.3,16.0,0.0,-0.002320894963989783,3.6088919752119693e-09,420002902.6176104,0.6977828745214829,520.4328875602273,597277.7295837399,4.610444862507426,3890.77043358133,54.53580194879639
O1,-15.3,16.0,0.1,-0.002305864529898699,6.380189977509491e-10,424340248.78779083,0.7007800631565535,524.3354692161662,603433.6860785638,4.63704867053956,3925.857587246045,54.9194076837664
O1,-15.3,16.0,5.0,-0.0006422301645297718,-1.7325652840680878e-07,2384219375.8168716,1.3933502693443265,1800.9178324173777,3378012.9758794024,11.999738337552452,17616.287130694374,175.9494697467598
O1,-15.3,16.0,10.0,-1.4668304754575804e-05,-1.0221054014050724e-07,15513841619.410822,2.8114932144667155,6671.8308008784925,21867401.000061672,32.56144160049923,87301.24387993196,590.3997947876098
O1,-15.3,16.0,25.0,0.00021917637567073979,-3.566398784255927e-08,193138866525.7433,7.14095134845997,38572.263509280936,268839161.83634275,116.57547742318421,693442.1222362486,2609.3641511526457
O1,-15.3,16.0,50.0,0.00027162351086689975,-2.4175453335829517e-08,549341734307.4288,10.618056196845316,80371.96636844773,757801077.4378848,193.45852781487747,1589098.8340203888,4596.164083174493
O1,-15.3,16.0,75.0,0.00028936211262117534,-2.196966803941568e-08,744288594505.6462,11.944196268103681,99629.95359780174,1023480335.6878096,223.79289778217046,2016847.8764945918,5394.972113664424
O1,-15.3,16.0,100.0,0.0002980116370748159,-2.1151185499463845e-08,849380094846.7714,12.576807704543155,109413.3103149234,1166296024.8841276,238.3990190262465,2236495.8554666224,5781.602426106059
O1,-15.3,16.0,250.0,0.0003119398146203575,-2.010646033095307e-08,1029283772116.3109,13.564135718562234,125421.6265642549,1410223210.8213394,261.34222812000723,2598668.8015182912,6391.096835878692
O1,-15.3,16.0,500.0,0.000315938676330575,-1.987747327267884e-08,1080492393126.5404,13.827098736004665,129833.3289568109,1479540346.051635,267.4800921083765,2699012.245808322,6554.554275471198
O1,-15.3,16.0,1000.0,0.00031763781811797593,-1.9778155951066166e-08,1103467192127.681,13.942811727571394,131794.00293496676,1510624104.5449498,270.1843321458239,2743675.165959796,6626.620694461135
O1,-15.3,16.0,5000.0,0.00031888406111003274,-1.970761308738382e-08,1120389633238.9106,14.027184498066788,133231.05479843885,1533513355.364456,272.15740859775434,2776436.019916242,6679.220770789088
O1,-15.3,25.0,0.0,-0.003633976000504383,6.794798270881642e-08,156061931.10340568,0.4545030804101847,250.9158008396634,222332.608503092,2.6286030150653543,1634.8157972854685,27.657958288463572
O1,-15.3,25.0,0.1,-0.0036184220648512676,6.762972994802389e-08,157579522.36393744,0.4564900914154117,252.7376581957328,224491.01718706946,2.643304303873203,1648.7655909142425,27.843155244304107
O1,-15.3,25.0,5.0,-0.001464686866650245,-1.3272719380972814e-07,834719929.4898118,0.9239004229347266,854.3784400589832,1185391.2542992034,6.755027870922638,7084.011538557093,86.98322270836759
O1,-15.3,25.0,10.0,-0.0002616567950348073,-1.4512482557998823e-07,5676929405.259378,1.9352677217903709,3310.867814008219,8025826.193641114,19.14364647802169,37162.506182434285,311.1240760725452
O1,-15.3,25.0,25.0,0.00018343003824795496,-4.7245171566759495e-08,98748542905.79517,5.562407967856752,24154.522550833575,138056609.75754666,83.71185881770009,403758.9065773766,1788.5398211310019
O1,-15.3,25.0,50.0,0.00025275493240462215,-2.739546242453985e-08,383104887674.4979,9.248566096676665,62347.68329975128,530297955.12028867,162.63167842613197,1195925.471684215,3791.623863760003
O1,-15.3,25.0,75.0,0.00027530575820901347,-2.3651235579067295e-08,587229054266.6051,10.894842858648332,84248.23271956608,809520133.6013542,199.7546172177699,1674638.9596033471,4761.446714703752
O1,-15.3,25.0,100.0,0.0002865504267759302,-2.226824101248908e-08,711454394485.5454,11.736195378534422,96496.09255715726,978805169.0528828,219.00830142669307,1946796.6949447175,5268.5841450900925
O1,-15.3,25.0,250.0,0.00030573403713835435,-2.0534374501464476e-08,947720007364.6147,13.129673672220852,118268.13870144622,1299714157.4560592,251.2256890187133,2436435.9671394527,6122.042403908156
O1,-15.3,25.0,500.0,0.0003112818251020933,-2.0149202197278095e-08,1020541619349.5068,13.518516847395981,124662.54217577347,1398384784.1698818,260.27853627877545,2581425.4027740858,6362.786018384675
O1,-15.3,25.0,1000.0,0.00031379412962298194,-1.9989197658697465e-08,1054030318003.641,13.69210498501478,127560.89061634839,1443726708.9957547,264.32783612367297,2647299.2467942443,6470.586663941659
O1,-15.3,25.0,5000.0,0.0003158297091279996,-1.988396846671177e-08,1079022998789.6488,13.81965155651629,129707.54566193082,1477552008.0597892,267.30611917859335,2696148.382041098,6549.919025022031
O1,-15.3,37.0,0.0,-0.005289104070247777,1.0112104872170044e-07,69228755.76498993,0.3102701410188823,135.4532862598434,98745.32119368117,1.6316604093574614,799.1407388466048,15.730356531578806
O1,-15.3,37.0,0.1,-0.0052661680929576,1.0066012036428546e-07,69854024.93371579,0.311640669152114,136.3943110773539,99636.03566457766,1.6404638148617332,805.5146052816214,15.829656985233537
O1,-15.3,37.0,5.0,-0.002608403355281758,4.6639555240150774e-08,338786805.18447834,0.6375117535290092,444.95455928696265,481981.27117235475,4.0863922181298395,3224.372177504663,47.09100255406024
O1,-15.3,37.0,10.0,-0.0006745238695234351,-1.7250955239167872e-07,2269185474.499307,1.3671542414647622,1739.1834835773752,3215401.1979315174,11.681904029611768,16878.95023319226,170.25898901669598
O1,-15.3,37.0,25.0,0.00013097797818273704,-6.351738378137913e-08,49059484907.28439,4.296158049720623,14848.113031282648,68838908.55746381,58.90268265794345,227868.63887430844,1190.0897864671567
O1,-15.3,37.0,50.0,0.00023249933005314237,-3.210617289996046e-08,251998815546.2749,7.891470199123081,46465.67688946574,350060179.0816423,132.74244232555807,857619.2243318447,3021.0094399752275
O1,-15.3,37.0,75.0,0.0002600365510762273,-2.6084958059707205e-08,440211589405.6192,9.752445660801044,68752.33362867053,608565865.5089765,173.90608692694238,1334683.1876526985,4084.8841163624897
O1,-15.3,37.0,100.0,0.0002737231393278759,-2.3871957044316797e-08,570764906426.4766,10.775874045009964,82572.72199726038,787050767.540011,197.04598001508703,1637626.6196316609,4690.304790480397
O1,-15.3,37.0,250.0,0.0002982203640637929,-2.113317807164338e-08,851985902136.8451,12.591911673347097,109651.47640308873,1169834013.5491965,238.7486985872561,2241860.046806244,5790.872597122968
O1,-15.3,37.0,500.0,0.00030570870506604924,-2.0536240806538042e-08,947391176427.2162,13.127880433522124,118238.96576724511,1299268374.8872359,251.183998275378,2435775.609275286,6120.934580611502
O1,-15.3,37.0,1000.0,0.00030917213438875823,-2.0290356416313897e-08,992657253646.1353,13.371525768014662,122229.32118357891,1360614677.069601,256.85343470463766,2526196.727177114,6271.65849695505
O1,-15.3,37.0,5000.0,0.0003117690764427835,-2.011749370294315e-08,1027013286797.0743,13.552308682516545,125224.64976059867,1407148710.015725,261.06642629349807,2594193.6410424644,6383.755731025709
O1,-15.3,55.0,0.0,-0.007765630146757668,1.5060112210976404e-07,32461362.795416344,0.2102082608367748,74.86961720187837,46337.98820687293,1.0252973146324873,408.0236066329735,9.201769935232337
O1,-15.3,55.0,0.1,-0.0077317046574042975,1.4992374289609448e-07,32729442.72127993,0.21114341240859213,75.36154865206956,46720.36910937436,1.0306255231337718,411.02855983952406,9.256235514256225
O1,-15.3,55.0,5.0,-0.0037923801665061857,7.114816214633175e-08,141783321.27909312,0.435171475378044,233.5183482354869,202022.5604503936,2.4869140271774155,1502.6888931191504,25.885817943840323
O1,-15.3,55.0,10.0,-0.0013957696369916372,-1.4017910901943885e-07,892999161.8244717,0.9491904511729492,896.6912716379627,1267974.394118525,7.0114830281408755,7512.818209789853,91.04738390783615
O1,-15.3,55.0,25.0,4.177966981969018e-05,-8.883844773604247e-08,22086983955.220413,3.2025836394992684,8528.713148960616,31094098.26400512,39.12892302782111,117451.8398565364,734.9684949919638
O1,-15.3,55.0,50.0,0.0002054087349022718,-3.9732712691051694e-08,148184576330.50375,6.467868302223946,32054.813231264718,206646709.77434382,102.35000613086281,560556.9498106696,2251.033042051914
O1,-15.3,55.0,75.0,0.0002407826791189321,-3.001272733591136e-08,299856470563.49585,8.427003995931662,52490.12908939517,415950555.48253727,144.44608217893028,984847.567888112,3321.439207139127
O1,-15.3,55.0,100.0,0.0002579406488623072,-2.64754701138466e-08,422194036346.7999,9.597849279576906,66758.78528670511,583885733.8702936,170.4379795068035,1291370.029933027,3994.5439255997467
O1,-15.3,55.0,250.0,0.00028826411659321126,-2.2084258375511924e-08,731383703826.1025,11.863083693541725,98402.93765166687,1005924804.2797588,221.9259882895656,1989401.682294775,5345.640474402286
O1,-15.3,55.0,500.0,0.00029809024288570074,-2.1144393934887092e-08,850361152883.1293,12.582497238971625,109503.00052830882,1167628053.2577467,238.5307352951221,2238515.849030741,5785.094213426415
O1,-15.3,55.0,1000.0,0.00030275416025671195,-2.0760664114960614e-08,909322575577.748,12.9178489415695,114842.36570916131,1247644428.6500196,246.30485096132125,2358962.666972002,5991.3406421714335
O1,-15.3,55.0,5000.0,0.00030630656404958905,-2.0492497799050753e-08,955157602858.304,13.170141670061035,118927.25995312307,1309796609.981627,252.16666920929939,2451358.602656433,6147.048664780799
O1,-15.3,81.0,0.0,-0.011331316615409719,2.2182341541327914e-07,16542021.672329873,0.1434054038205837,43.36196052281828,23621.587005163285,0.6617540730316535,222.77776093843468,5.6265203925001614
O1,-15.3,81.0,0.1,-0.011281152640026269,2.2082194443938492e-07,16666219.715223022,0.14404638440470652,43.630194861830056,23798.893393609174,0.6650801261984384,224.2886680651915,5.6578880958015265
O1,-15.3,81.0,5.0,-0.005496693947033513,1.0526740663735648e-07,63949969.18493509,0.2983787761898318,127.41452070148928,91224.92974136087,1.555833375787074,745.0320294448377,14.880034982641664
O1,-15.3,81.0,10.0,-0.0025257879884610225,4.402729374946121e-08,365700083.893178,0.6584317338263435,470.5049745406684,520194.0414050793,4.265912429704927,3447.291147190361,49.616845149323424
O1,-15.3,81.0,25.0,-0.00011597167427388445,-1.2307144825441136e-07,9465285070.563156,2.341619217330099,4730.265932913826,13362438.112923775,25.11681715877349,57472.02472084949,432.235981468474
O1,-15.3,81.0,50.0,0.00016806151090563825,-5.168668567988338e-08,79388912451.6401,5.130890417125541,20750.256226100537,111127088.89446583,75.07094590202601,338075.3436139886,1577.4893317778128
O1,-15.3,81.0,75.0,0.00021735505916769925,-3.619481091566685e-08,186226127456.9333,7.0441495159743654,37601.828800084826,259285402.05189303,114.51254306971323,673487.0191260653,2557.1558463864044
O1,-15.3,81.0,100.0,0.00023867723146342855,-3.05181375895994e-08,287043823820.9656,8.288960273804117,50906.501184779474,398322053.0412933,141.41705554418542,951260.3030801136,3243.5085330322468
O1,-15.3,81.0,250.0,0.00027601024473589933,-2.3555161418038404e-08,594643584440.3746,10.947789593457582,84998.45460349902,819636405.4646256,200.9612481797153,1691229.6402694238,4793.155671026075
O1,-15.3,81.0,500.0,0.0002883602664784671,-2.207412239739335e-08,732509565874.8019,11.870192592185989,98510.22502991297,1007456567.3077043,222.08955287119224,1991800.5591306784,5349.9617193158665
O1,-15.3,81.0,1000.0,0.00029440249400562284,-2.1475181803534884e-08,804820710916.8064,12.314348008608643,105308.68197270848,1105772822.5326283,232.32959980219132,2144171.9856313714,5620.801055071111
O1,-15.3,81.0,5000.0,0.00029908903307967723,-2.105905610920284e-08,862864401061.1807,12.654685062755206,110643.58157243476,1184602449.590829,240.2024538918034,2264213.466234268,5829.419091552677
O1,-15.3,122.0,0.0,-0.016928102584947816,3.336377293049236e-07,8666710.839680135,0.09553124134545367,25.19745753089337,12375.926040023112,0.42242049142780425,123.65250232954193,3.442421252595848
O1,-15.3,122.0,0.1,-0.016853505498135003,3.321444610750547e-07,8725527.650079085,0.09595967762505477,25.343642019823875,12459.933407880977,0.4244820584401264,124.42278911835652,3.4605871129444243
O1,-15.3,122.0,5.0,-0.008177453642658377,1.588318773105489e-07,29482728.10505901,0.19949195903239825,69.33254964807486,42089.02182085392,0.964705197422418,374.4223443642775,8.586376802819041
O1,-15.3,122.0,10.0,-0.0037185473838070803,6.964757859960772e-08,148174971.11154726,0.4439720963136041,241.3648211468464,211114.60294255073,2.551115293907332,1562.0345209254667,26.685911015194797
O1,-15.3,122.0,25.0,-0.0004290971318457982,-1.6105976342553503e-07,3683693981.5905647,1.6444751375103024,2445.629051264454,5213669.486661878,15.181001995398194,25638.028323586317,234.5655296456847
O1,-15.3,122.0,50.0,0.00010405006338717829,-7.169813984849212e-08,36927421960.97418,3.8695462520036448,12188.524042901912,51881072.53051882,50.97150440205171,180201.55407968108,1004.5673873177794
O1,-15.3,122.0,75.0,0.00018435890734728362,-4.691313160642184e-08,100368958572.53064,5.59605802218803,24429.907658992535,140308688.9051007,84.3927797826294,409128.19482916826,1805.2712779884828
O1,-15.3,122.0,100.0,0.00021302697595861875,-3.7483354249835265e-08,170929174089.92566,6.821908910454928,35415.72965766168,238132026.88258138,109.79740942717753,628741.6579247452,2438.1261885993376
O1,-15.3,122.0,250.0,0.0002601425180707073,-2.606559962294545e-08,441136785238.3361,9.760283134093113,68854.06673964544,609832853.437858,174.08211176806012,1336896.351328335,4089.472339217492
O1,-15.3,122.0,500.0,0.0002753394483723222,-2.3646610550061222e-08,587582454293.8147,10.897375206661424,84284.05100557374,810002343.7602557,199.8123120950677,1675430.804648234,4762.962636835674
O1,-15.3,122.0,1000.0,0.00028296647098417587,-2.267509429818714e-08,670573821499.2539,11.469383847541225,92537.13911849757,923143017.7099401,212.88470929478703,1858533.3590735882,5107.028538097608
O1,-15.3,122.0,5000.0,0.0002890216899669915,-2.2004926521468965e-08,740276249451.41,11.919063742017185,99249.09409404945,1018022478.1000569,223.21429233370796,2008326.1732213604,5379.680730474002
