operator,binding_energy,repressor,inducer_uM,num_mom,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6
O1,-15.3,22.0,0.0,2,-0.003005416373331194,-3.966945648462302e-08,0.0,0.0,0.0,0.0
O1,-15.3,22.0,0.1,2,-0.002992232797135562,-3.9500478459811845e-08,0.0,0.0,0.0,0.0
O1,-15.3,22.0,5.0,2,0.0048974603454477565,-3.880202519235537e-06,0.0,0.0,0.0,0.0
O1,-15.3,22.0,10.0,2,0.003662693759271539,-1.3517997426337279e-06,0.0,0.0,0.0,0.0
O1,-15.3,22.0,25.0,2,0.0020763117826268196,-2.690601881068216e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,50.0,2,0.0018798679080083301,-1.5124642137948608e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,75.0,2,0.001891755028019779,-1.3117490549249146e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,100.0,2,0.0019085629169567824,-1.23873187068484e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,250.0,2,0.0019997175661658523,-1.1752182682162262e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,500.0,2,0.0020290243601979725,-1.1621143689676617e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,1000.0,2,0.0020438790600283015,-1.1575189225077118e-07,0.0,0.0,0.0,0.0
O1,-15.3,22.0,5000.0,2,0.0020552255963905788,-1.1544769452394666e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,0.0,2,-0.03424118773874592,-4.399681442139899e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,0.1,2,-0.03409018015283498,-4.3803462598452445e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,5.0,2,-0.016459702280822726,-2.1217015062889818e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,10.0,2,-0.0073400120467011784,-9.524868696595204e-08,0.0,0.0,0.0,0.0
O1,-15.3,260.0,25.0,2,0.0050714717785737985,-5.229681753196708e-06,0.0,0.0,0.0,0.0
O1,-15.3,260.0,50.0,2,0.003699619550108179,-1.393251840592596e-06,0.0,0.0,0.0,0.0
O1,-15.3,260.0,75.0,2,0.0025948860682557112,-6.315007604019873e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,100.0,2,0.0023343774412312654,-4.296381484434403e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,250.0,2,0.0019841983737749324,-2.1543665459527328e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,500.0,2,0.001910263494958374,-1.736551838903497e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,1000.0,2,0.0018924191136452868,-1.5784417245535335e-07,0.0,0.0,0.0,0.0
O1,-15.3,260.0,5000.0,2,0.001872518040929573,-1.4609038217216454e-07,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,0.0,2,-0.20923190162625685,-2.6824963948743193e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,0.1,2,-0.20838325379086475,-2.671611105972324e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,5.0,2,-0.10496803312704608,-1.3460290730094902e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,10.0,2,-0.04775435894751354,-6.130108835929038e-07,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,25.0,2,-0.01204913351307926,-1.556299556031892e-07,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,50.0,2,-0.004288889906192585,-5.612383429238126e-08,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,75.0,2,-0.0025108053978936816,-3.333084834644301e-08,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,100.0,2,0.005057425921573575,-4.986275386460734e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,250.0,2,0.003955172325079007,-1.7125659750118365e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,500.0,2,0.0034309893223543916,-1.0889410184009447e-06,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,1000.0,2,0.0027150063346561017,-7.133000384927092e-07,0.0,0.0,0.0,0.0
O1,-15.3,1740.0,5000.0,2,0.0024880265916743705,-5.475294767964864e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,0.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,0.1,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,5.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,10.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,25.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,50.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,75.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,100.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,250.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,500.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,1000.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,0.0,5000.0,2,0.0021144008813499295,-1.1447420637024042e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,0.0,2,0.006642873678597016,-2.844591174076905e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,0.1,2,0.006645566496372375,-2.8324943516895555e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,5.0,2,0.004682990549379432,-1.064151713692447e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,10.0,2,0.0033483366901502793,-4.377034576347747e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,25.0,2,0.002424083085772163,-1.7634437581033865e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,50.0,2,0.0022238782325570763,-1.3498205200576513e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,75.0,2,0.002176022615446969,-1.2606801444562444e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,100.0,2,0.002157445630976683,-1.2258876674622137e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,250.0,2,0.0021326665236288504,-1.1791314319992702e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,500.0,2,0.0021266645575933815,-1.1679222119815986e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,2,0.0021241343624655,-1.163155436895228e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,2,0.002122270547787128,-1.1597077494424214e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,0.0,2,0.006642873678597016,-2.844591174076905e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,0.1,2,0.006645566496372375,-2.8324943516895555e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,5.0,2,0.004682990549379432,-1.064151713692447e-06,0.0,0.0,0.0,0.0
O2,-13.9,22.0,10.0,2,0.0033483366901502793,-4.377034576347747e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,25.0,2,0.002424083085772163,-1.7634437581033865e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,50.0,2,0.0022238782325570763,-1.3498205200576513e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,75.0,2,0.002176022615446969,-1.2606801444562444e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,100.0,2,0.002157445630976683,-1.2258876674622137e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,250.0,2,0.0021326665236288504,-1.1791314319992702e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,500.0,2,0.0021266645575933815,-1.1679222119815986e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,2,0.0021241343624655,-1.163155436895228e-07,0.0,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,2,0.002122270547787128,-1.1597077494424214e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,0.0,2,-0.008605308930357072,-1.1157439369173873e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,0.1,2,-0.008567105507885857,-1.110844698736571e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,5.0,2,-0.004136211468020339,-5.426724263760109e-08,0.0,0.0,0.0,0.0
O2,-13.9,260.0,10.0,2,0.008042626988465834,-7.880488675525432e-06,0.0,0.0,0.0,0.0
O2,-13.9,260.0,25.0,2,0.004853266448637047,-1.3409043536565557e-06,0.0,0.0,0.0,0.0
O2,-13.9,260.0,50.0,2,0.0033728358186111136,-4.428501800210122e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,75.0,2,0.002834323452198243,-2.8227751043702726e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,100.0,2,0.002637429765698776,-2.2599048565839997e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,250.0,2,0.002327321423005426,-1.574419245560422e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,500.0,2,0.0022715931825941374,-1.437938538729986e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,1000.0,2,0.002237115021789621,-1.3743555376722112e-07,0.0,0.0,0.0,0.0
O2,-13.9,260.0,5000.0,2,0.0022131334409123907,-1.3298724664022852e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,0.0,2,-0.055854024113215966,-7.168838084329129e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,0.1,2,-0.05561013335200443,-7.137589307754735e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,5.0,2,-0.026977505310922908,-3.4704057981653574e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,10.0,2,-0.012041480132351888,-1.5563262901195296e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,25.0,2,-0.003036790715298351,-4.0173152252224065e-08,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,50.0,2,0.007271287794774282,-4.221183438833678e-06,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,75.0,2,0.005529464514211258,-2.015708266960699e-06,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,100.0,2,0.005139877619330556,-1.3772063205418944e-06,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,250.0,2,0.0035832393647681755,-5.225550140512159e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,500.0,2,0.0031148457960130708,-3.6223020344213783e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,1000.0,2,0.0029033688384081323,-3.00928276912741e-07,0.0,0.0,0.0,0.0
O2,-13.9,1740.0,5000.0,2,0.002794429143320618,-2.620251100316955e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,0.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,0.1,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,5.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,10.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,25.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,50.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,75.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,100.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,250.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,500.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,1000.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,0.0,5000.0,2,0.002114393973525227,-1.1447389724294893e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,0.0,2,0.002291656987029082,-1.3649328969062124e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,0.1,2,0.002290828126339558,-1.3638828715856854e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,5.0,2,0.0021989823267846505,-1.2472508373141333e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,10.0,2,0.002151860570625532,-1.189542453436086e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,25.0,2,0.00212373798567766,-1.1557684873329933e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,50.0,2,0.0021176428726574696,-1.1485879232864678e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,75.0,2,0.002116306276027686,-1.1469809143033981e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,100.0,2,0.0021158426827082707,-1.1463730272309628e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,250.0,2,0.002115024739935648,-1.1454439208362847e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,500.0,2,0.0021148582093866537,-1.1452352863231157e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,2,0.0021147690839663355,-1.1451366874191787e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,2,0.0021147093136863995,-1.1450681445078378e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,0.0,2,0.002291656987029082,-1.3649328969062124e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,0.1,2,0.002290828126339558,-1.3638828715856854e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,5.0,2,0.0021989823267846505,-1.2472508373141333e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,10.0,2,0.002151860570625532,-1.189542453436086e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,25.0,2,0.00212373798567766,-1.1557684873329933e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,50.0,2,0.0021176428726574696,-1.1485879232864678e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,75.0,2,0.002116306276027686,-1.1469809143033981e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,100.0,2,0.0021158426827082707,-1.1463730272309628e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,250.0,2,0.002115024739935648,-1.1454439208362847e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,500.0,2,0.0021148582093866537,-1.1452352863231157e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,2,0.0021147690839663355,-1.1451366874191787e-07,0.0,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,2,0.0021147093136863995,-1.1450681445078378e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,0.0,2,0.0038152656091778887,-4.533471265779592e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,0.1,2,0.0038086568332584654,-4.514599342207396e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,5.0,2,0.0029691859047659,-2.5258362805680513e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,10.0,2,0.00252282737250013,-1.704104217197533e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,25.0,2,0.0022231387928204325,-1.277453405913818e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,50.0,2,0.002152901155932314,-1.1906877956981296e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,75.0,2,0.0021366565226838942,-1.1712034292952316e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,100.0,2,0.0021300734665747013,-1.1633751921523293e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,250.0,2,0.0021210818484224906,-1.152688412455854e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,500.0,2,0.0021192079860161803,-1.15026545105731e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,1000.0,2,0.0021180365809499845,-1.1490368419117806e-07,0.0,0.0,0.0,0.0
O3,-9.7,260.0,5000.0,2,0.0021173968990585972,-1.148259314041861e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,0.0,2,0.008824051078195014,-4.349561646247812e-06,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,0.1,2,0.008741178058511077,-4.300850162774207e-06,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,5.0,2,0.006242859379030077,-1.6184750272176894e-06,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,10.0,2,0.004381985384691605,-6.348800850282166e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,25.0,2,0.0027928248037631387,-2.1301093529324654e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,50.0,2,0.0023687407596886703,-1.4669137273283718e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,75.0,2,0.0022619422558974155,-1.326592655215879e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,100.0,2,0.0022187023062956593,-1.2718824767611153e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,250.0,2,0.002159407338715852,-1.198574699794271e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,500.0,2,0.00214476667584099,-1.181005870959404e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,1000.0,2,0.0021386019725785537,-1.1735674113596136e-07,0.0,0.0,0.0,0.0
O3,-9.7,1740.0,5000.0,2,0.0021341116034532133,-1.1682058509743313e-07,0.0,0.0,0.0,0.0
O1,-15.3,0.0,0.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,0.1,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,5.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,10.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,25.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,50.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,75.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,100.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,250.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,500.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,1000.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,0.0,5000.0,3,0.0019489033669730037,-9.996403068243642e-08,-4.324840859206766e-13,0.0,0.0,0.0
O1,-15.3,22.0,0.0,3,-0.0029924826335651525,-5.196566941860862e-08,2.587267659876318e-13,0.0,0.0,0.0
O1,-15.3,22.0,0.1,3,-0.002979306264044569,-5.174263558705596e-08,2.575816102320681e-13,0.0,0.0,0.0
O1,-15.3,22.0,5.0,3,0.004873948453406502,-3.850165665948625e-06,-1.1038433945328046e-11,0.0,0.0,0.0
O1,-15.3,22.0,10.0,3,0.003625864116815651,-1.3267165077674904e-06,-4.91271296792588e-12,0.0,0.0,0.0
O1,-15.3,22.0,25.0,3,0.0020664193968346484,-2.611127410117965e-07,-1.5271052298593371e-12,0.0,0.0,0.0
O1,-15.3,22.0,50.0,3,0.0017530037921895786,-1.34186222460217e-07,-8.270717817876769e-13,0.0,0.0,0.0
O1,-15.3,22.0,75.0,3,0.0017458762284327796,-1.1446919334255942e-07,-6.681613858538242e-13,0.0,0.0,0.0
O1,-15.3,22.0,100.0,3,0.0017661266017483677,-1.0812505241112443e-07,-6.051680356929354e-13,0.0,0.0,0.0
O1,-15.3,22.0,250.0,3,0.001846409189166414,-1.0288296715530955e-07,-4.740762352659023e-13,0.0,0.0,0.0
O1,-15.3,22.0,500.0,3,0.0018715329849591763,-1.0159758295935955e-07,-4.591831780350802e-13,0.0,0.0,0.0
O1,-15.3,22.0,1000.0,3,0.0018815105545281676,-1.0100503660222415e-07,-4.5427068666147553e-13,0.0,0.0,0.0
O1,-15.3,22.0,5000.0,3,0.0018935109148454702,-1.007956370603059e-07,-4.502075863836812e-13,0.0,0.0,0.0
O1,-15.3,22.0,0.0,3,-0.0029924826335651525,-5.196566941860862e-08,2.587267659876318e-13,0.0,0.0,0.0
O1,-15.3,22.0,0.1,3,-0.002979306264044569,-5.174263558705596e-08,2.575816102320681e-13,0.0,0.0,0.0
O1,-15.3,22.0,5.0,3,0.004873948453406502,-3.850165665948625e-06,-1.1038433945328046e-11,0.0,0.0,0.0
O1,-15.3,22.0,10.0,3,0.003625864116815651,-1.3267165077674904e-06,-4.91271296792588e-12,0.0,0.0,0.0
O1,-15.3,22.0,25.0,3,0.0020664193968346484,-2.611127410117965e-07,-1.5271052298593371e-12,0.0,0.0,0.0
O1,-15.3,22.0,50.0,3,0.0017530037921895786,-1.34186222460217e-07,-8.270717817876769e-13,0.0,0.0,0.0
O1,-15.3,22.0,75.0,3,0.0017458762284327796,-1.1446919334255942e-07,-6.681613858538242e-13,0.0,0.0,0.0
O1,-15.3,22.0,100.0,3,0.0017661266017483677,-1.0812505241112443e-07,-6.051680356929354e-13,0.0,0.0,0.0
O1,-15.3,22.0,250.0,3,0.001846409189166414,-1.0288296715530955e-07,-4.740762352659023e-13,0.0,0.0,0.0
O1,-15.3,22.0,500.0,3,0.0018715329849591763,-1.0159758295935955e-07,-4.591831780350802e-13,0.0,0.0,0.0
O1,-15.3,22.0,1000.0,3,0.0018815105545281676,-1.0100503660222415e-07,-4.5427068666147553e-13,0.0,0.0,0.0
O1,-15.3,22.0,5000.0,3,0.0018935109148454702,-1.007956370603059e-07,-4.502075863836812e-13,0.0,0.0,0.0
O1,-15.3,260.0,0.0,3,-0.03421849603073062,-5.805550670709209e-07,2.9628355062319236e-12,0.0,0.0,0.0
O1,-15.3,260.0,0.1,3,-0.03406753173769764,-5.780007644488696e-07,2.949788642305473e-12,0.0,0.0,0.0
O1,-15.3,260.0,5.0,3,-0.016442191280202315,-2.7969738608097327e-07,1.4249359084191453e-12,0.0,0.0,0.0
O1,-15.3,260.0,10.0,3,-0.007325336335529503,-1.2533490897476648e-07,6.348533419879401e-13,0.0,0.0,0.0
O1,-15.3,260.0,25.0,3,0.005051872866838918,-5.198276692665071e-06,-1.4013339046886678e-11,0.0,0.0,0.0
O1,-15.3,260.0,50.0,3,0.003663245380505659,-1.368047333915956e-06,-5.02463407807941e-12,0.0,0.0,0.0
O1,-15.3,260.0,75.0,3,0.002863208429436755,-6.742018129620208e-07,-3.0280966084810372e-12,0.0,0.0,0.0
O1,-15.3,260.0,100.0,3,0.0024741833480793228,-4.46306150216659e-07,-2.28451866509816e-12,0.0,0.0,0.0
O1,-15.3,260.0,250.0,3,0.0019117250567653123,-2.009027691637282e-07,-1.2359131349299437e-12,0.0,0.0,0.0
O1,-15.3,260.0,500.0,3,0.0017987132293895063,-1.5674090926873118e-07,-9.785352271432588e-13,0.0,0.0,0.0
O1,-15.3,260.0,1000.0,3,0.001763566140602821,-1.4024916311515049e-07,-8.689192421781674e-13,0.0,0.0,0.0
O1,-15.3,260.0,5000.0,3,0.0017463173748175742,-1.2940278336436757e-07,-7.94090995062028e-13,0.0,0.0,0.0
O1,-15.3,1740.0,0.0,3,-0.20916357526292614,-3.542299819826583e-06,1.8084083477913472e-11,0.0,0.0,0.0
O1,-15.3,1740.0,0.1,3,-0.20831512965682358,-3.5279260939402123e-06,1.8010704340032466e-11,0.0,0.0,0.0
O1,-15.3,1740.0,5.0,3,-0.10492590313413325,-1.7772324136573135e-06,9.074314394742613e-12,0.0,0.0,0.0
O1,-15.3,1740.0,10.0,3,-0.04772783811988485,-8.090856309312166e-07,4.129482169601842e-12,0.0,0.0,0.0
O1,-15.3,1740.0,25.0,3,-0.012032955915041948,-2.0504798231028893e-07,1.0429720349351883e-12,0.0,0.0,0.0
O1,-15.3,1740.0,50.0,3,-0.0042753468909280026,-7.368505141765796e-08,3.7015960903979726e-13,0.0,0.0,0.0
O1,-15.3,1740.0,75.0,3,-0.00249816352332308,-4.359962058508501e-08,2.1575168845496866e-13,0.0,0.0,0.0
O1,-15.3,1740.0,100.0,3,0.005037571472049617,-4.955193170496334e-06,-1.349063524806516e-11,0.0,0.0,0.0
