operator,binding_enery,repressor,channcap,pc
O3,-9.7,8.0,0.03055745370776524,"[3.79540125e-01 1.23281615e-01 1.98281103e-29 1.95348338e-20
 3.97728718e-07 1.66109839e-03 1.21723318e-02 2.74079054e-02
 8.43749237e-02 1.10966720e-01 1.24793842e-01 1.35801041e-01]"
O3,-9.7,9.0,0.03822609191088236,"[4.03233399e-01 9.98771038e-02 2.42564516e-36 3.81790743e-25
 1.69732112e-08 5.83476321e-04 7.08022300e-03 1.95825327e-02
 8.01575242e-02 1.13000721e-01 1.30930695e-01 1.45554308e-01]"
O3,-9.7,10.0,0.04661789343941639,"[4.25551469e-01 7.78282614e-02 4.57312970e-44 2.00340587e-30
 4.85692608e-10 1.77664456e-04 3.79724876e-03 1.32289886e-02
 7.45679442e-02 1.13644546e-01 1.36153677e-01 1.55050199e-01]"
O3,-9.7,12.0,0.06539693814585713,"[4.63942221e-01 3.99173309e-02 1.36529132e-63 7.95152583e-44
 5.59981701e-14 8.31959732e-06 7.49810676e-04 4.69735202e-03
 5.97241046e-02 1.10979506e-01 1.44752289e-01 1.75229066e-01]"
O3,-9.7,14.0,0.0865470071004873,"[4.89655934e-01 1.46047848e-02 3.53210692e-91 7.62106083e-63
 1.34983484e-19 1.02231544e-07 7.13184389e-05 1.02958608e-03
 4.16358276e-02 1.02579047e-01 1.51006864e-01 1.99416535e-01]"
O3,-9.7,16.0,0.10971931311354852,"[5.00310094e-001 4.27552624e-003 3.75938858e-124 1.04110916e-085
 2.18854130e-026 4.88352725e-010 4.02692369e-006 1.59244859e-004
 2.60392261e-002 9.01924749e-002 1.53643766e-001 2.25375641e-001]"
O3,-9.7,19.0,0.14692208763716094,"[5.04344900e-001 7.30433196e-004 6.14237200e-172 2.24047437e-119
 1.75229064e-036 1.65714980e-013 5.37053067e-008 9.50726622e-006
 1.24329689e-002 7.14920803e-002 1.51365626e-001 2.59624430e-001]"
O3,-9.7,22.0,0.18728642465364229,"[5.05191277e-001 1.53041398e-004 7.72212124e-215 6.07274293e-150
 9.56855320e-046 1.05100107e-016 9.89179302e-010 6.93486417e-007
 6.12408449e-003 5.61137708e-002 1.45086423e-001 2.87330709e-001]"
O3,-9.7,26.0,0.2438119447826046,"[5.05500299e-001 2.72778873e-005 8.25774858e-263 7.89490236e-185
 1.69563593e-056 1.94497928e-020 9.19846584e-012 3.20187944e-008
 2.61794132e-003 4.13021327e-002 1.34816733e-001 3.15735584e-001]"
O3,-9.7,30.0,0.301686217094357,"[5.05551731e-001 7.33009872e-006 5.61269432e-300 9.75040431e-213
 2.38439131e-065 1.55086295e-023 1.87081070e-013 2.45681963e-009
 1.27362542e-003 3.15520357e-002 1.25014043e-001 3.36601232e-001]"
O3,-9.7,35.0,0.37270101657012633,"[5.05754727e-001 2.55136811e-006 9.88131292e-324 2.33001881e-238
 6.26835180e-074 1.39881720e-026 4.00396334e-015 1.93660908e-010
 6.19108938e-004 2.39433945e-002 1.14848345e-001 3.54831873e-001]"
O3,-9.7,41.0,0.45515258741939324,"[5.05537894e-001 1.17657798e-006 4.94065646e-324 4.10203216e-256
 7.49336347e-081 4.02820085e-029 1.57780458e-016 2.26566950e-011
 3.34363682e-004 1.88430941e-002 1.06277650e-001 3.69005822e-001]"
O3,-9.7,48.0,0.5439504872303945,"[5.05161566e-001 8.86725633e-007 1.48219694e-323 5.15296392e-261
 4.30071727e-085 7.52097448e-031 1.66101704e-017 5.01303418e-012
 2.15376539e-004 1.58493823e-002 1.00310105e-001 3.78462683e-001]"
O3,-9.7,56.0,0.632756215236545,"[5.04674748e-001 1.10944480e-006 5.95999052e-316 2.02277212e-247
 9.14422692e-086 1.51843697e-031 6.02313585e-018 2.47474563e-012
 1.73356860e-004 1.45356151e-002 9.74093009e-002 3.83205870e-001]"
O3,-9.7,60.0,0.6720844600234641,"[5.04396342e-001 1.45444228e-006 3.92245115e-288 6.37526077e-233
 1.36848936e-084 1.88692008e-031 6.17385262e-018 2.45618545e-012
 1.71238409e-004 1.44553937e-002 9.72493153e-002 3.83726256e-001]"
O3,-9.7,66.0,0.7246796300580611,"[5.03974281e-001 2.50377891e-006 1.23754731e-228 9.77875078e-202
 3.36318974e-081 7.24029887e-031 1.07756669e-017 3.38301510e-012
 1.84310988e-004 1.48629325e-002 9.81983952e-002 3.82777576e-001]"
O3,-9.7,77.0,0.8026566694311942,"[5.03224717e-001 9.19011180e-006 4.67019778e-076 5.37510907e-114
 3.02202568e-070 1.34551914e-028 1.18301420e-016 1.45482324e-011
 2.67070340e-004 1.71335280e-002 1.03083059e-001 3.76282435e-001]"
O3,-9.7,90.0,0.8743111070028452,"[4.64996199e-01 4.39937585e-06 6.76273433e-02 4.17727268e-71
 7.58629991e-72 1.15846890e-30 5.46170321e-18 1.65085706e-12
 1.30303840e-04 1.23760328e-02 8.85051403e-02 3.66360581e-01]"
O3,-9.7,105.0,0.9516436074818041,"[4.20389873e-01 7.83646401e-07 1.43795243e-01 2.54080563e-62
 9.03101607e-79 2.34794353e-34 3.38701191e-20 5.01405937e-14
 4.31984506e-05 7.59622695e-03 7.10307067e-02 3.57143968e-01]"
O3,-9.7,123.0,1.0361266795191348,"[3.86071538e-01 1.61014882e-07 1.99445802e-01 1.45606433e-31
 3.02747692e-79 2.56161084e-36 1.55842914e-21 5.48323689e-15
 2.05128405e-05 5.41989993e-03 6.07088247e-02 3.48333261e-01]"
O3,-9.7,124.0,1.0404895988435474,"[3.84585150e-01 1.49435847e-07 2.01778020e-01 4.30049757e-29
 5.16611764e-79 2.37606431e-36 1.43914486e-21 5.14425289e-15
 2.00203675e-05 5.35833048e-03 6.03654232e-02 3.47892907e-01]"
O3,-9.7,143.0,1.1171062404511571,"[3.65882069e-01 1.37500615e-07 2.19015156e-01 2.83982545e-02
 8.01515824e-80 1.30544926e-38 4.19704800e-23 4.03981146e-16
 8.44641892e-06 3.59386695e-03 4.97510932e-02 3.33350977e-01]"
O3,-9.7,167.0,1.2017009797325156,"[3.52482141e-01 6.80575833e-07 2.14511571e-01 8.21073756e-02
 2.01710900e-87 4.44821660e-43 7.69510755e-26 5.05032857e-18
 2.03173935e-06 1.87760572e-03 3.64710796e-02 3.12547515e-01]"
O3,-9.7,195.0,1.2864926452107381,"[3.39190993e-01 3.11064287e-06 2.11019799e-01 1.23489968e-01
 3.84006317e-91 2.14511316e-46 5.41135781e-28 1.49392030e-19
 6.28244418e-07 1.09734674e-03 2.82279718e-02 2.96970183e-01]"
O3,-9.7,228.0,1.3712630640915788,"[3.25674247e-01 1.12670566e-05 2.07910040e-01 1.56830742e-01
 2.20591281e-90 1.90947937e-48 1.55697922e-29 1.06531854e-20
 2.47850906e-07 7.14753590e-04 2.30159527e-02 2.85842749e-01]"
O3,-9.7,260.0,1.4409508894579637,"[3.14211819e-01 2.46701356e-05 2.06015710e-01 1.79365747e-01
 2.51746013e-84 1.04398012e-48 3.79101628e-30 3.01943508e-21
 1.45955132e-07 5.54894418e-04 2.03938659e-02 2.79433148e-01]"
O3,-9.7,266.0,1.4527871440167823,"[3.12241475e-01 2.73776510e-05 2.05739844e-01 1.82807961e-01
 1.54627168e-82 1.43546478e-48 3.57798779e-30 2.71019951e-21
 1.36851363e-07 5.37194272e-04 2.00760561e-02 2.78569955e-01]"
O3,-9.7,311.0,1.5308471745490306,"[2.99121533e-01 4.40325452e-05 2.04278743e-01 2.03218431e-01
 5.48387673e-62 1.19300581e-45 1.69233171e-29 3.99272768e-21
 1.14790278e-07 4.78818175e-04 1.88281954e-02 2.74030132e-01]"
O3,-9.7,363.0,1.600717847779179,"[2.87257703e-01 4.63366434e-05 2.03456141e-01 2.18715937e-01
 5.00514419e-20 4.32441667e-38 5.96400034e-27 6.44391065e-20
 1.59797806e-07 5.19259093e-04 1.91665533e-02 2.70837910e-01]"
O3,-9.7,424.0,1.6628746286632237,"[2.76238920e-01 1.71323649e-04 2.04350991e-01 2.20543069e-01
 4.06761521e-02 4.26105069e-38 2.74282115e-28 3.27486153e-21
 4.13425892e-08 2.64479018e-04 1.34990196e-02 2.44256004e-01]"
O3,-9.7,495.0,1.7211102047023397,"[2.65269136e-01 8.01061472e-04 2.03644341e-01 2.20257327e-01
 8.32581599e-02 1.84570137e-42 1.59930658e-31 1.29911719e-23
 5.80536640e-09 1.04996373e-04 8.54753536e-03 2.18117436e-01]"
O3,-9.7,578.0,1.7759359297408934,"[2.53772456e-01 2.42960396e-03 2.01007569e-01 2.20917157e-01
 1.14904368e-01 1.94845155e-46 2.00375081e-34 9.26765559e-26
 1.01737310e-09 4.67454166e-05 5.79182927e-03 2.01130270e-01]"
O3,-9.7,675.0,1.8275116525178645,"[2.41475327e-01 5.24576016e-03 1.96823370e-01 2.21624987e-01
 1.39070725e-01 1.05675716e-49 8.83272789e-37 1.64593165e-27
 2.43530132e-10 2.42032929e-05 4.25441584e-03 1.91481211e-01]"
O3,-9.7,789.0,1.8755246796133558,"[2.32469096e-01 5.19974004e-03 1.91496259e-01 2.21599986e-01
 1.57491631e-01 2.58455095e-59 5.47485282e-44 6.31085719e-33
 2.98987552e-12 3.44380102e-06 1.84531197e-03 1.89894532e-01]"
O3,-9.7,921.0,1.9193551767631845,"[2.24131465e-01 5.01302226e-03 1.85226906e-01 2.20644875e-01
 1.72363222e-01 8.13427122e-66 2.53921979e-49 3.80645468e-37
 7.41760255e-14 6.54417617e-07 9.09391499e-04 1.91710464e-01]"
O3,-9.7,1075.0,1.959014460051925,"[2.16308827e-01 4.84469036e-03 1.78265128e-01 2.18869974e-01
 1.85026918e-01 1.21480199e-65 8.85641550e-51 7.25236236e-39
 8.25708214e-15 2.28613575e-07 5.78776418e-04 1.96105457e-01]"
O3,-9.7,1220.0,1.9878095146791717,"[2.10375156e-01 4.71915298e-03 1.72181207e-01 2.16938532e-01
 1.94212187e-01 1.91827401e-58 1.05349462e-47 1.40412333e-37
 6.32418391e-15 1.77094613e-07 5.12274647e-04 2.01061312e-01]"
O3,-9.7,1256.0,1.9939216020825805,"[2.09098235e-01 4.68172867e-03 1.70755243e-01 2.16454017e-01
 1.96194950e-01 1.10691840e-55 2.32642264e-46 6.80248203e-37
 7.28410145e-15 1.80144722e-07 5.13223050e-04 2.02302424e-01]"
O3,-9.7,1467.0,2.0224545776670397,"[2.02709054e-01 4.57757881e-03 1.62937657e-01 2.13826972e-01
 2.06071701e-01 7.28205806e-32 6.26250146e-34 4.90476234e-30
 7.89019346e-14 3.65554931e-07 6.61158416e-04 2.09215513e-01]"
O3,-9.7,1713.0,2.043745335988774,"[1.97300612e-01 4.51312893e-03 1.54899464e-01 2.11374144e-01
 2.09991585e-01 1.36346764e-02 3.42491303e-20 1.84923213e-23
 1.57029019e-13 2.92140962e-07 5.43523473e-04 2.07742573e-01]"
O3,-9.7,1740.0,2.0458408913801978,"[1.96791997e-01 4.52099005e-03 1.54113949e-01 2.11073004e-01
 2.09263373e-01 1.80636137e-02 8.64855724e-21 3.26569550e-24
 5.79036476e-14 1.79041935e-07 4.35427826e-04 2.05737465e-01]"
O3,-9.7,2000.0,2.0639067170528396,"[1.92122089e-01 4.51339491e-03 1.46142249e-01 2.08326799e-01
 2.04458545e-01 5.30475798e-02 2.37475759e-27 3.81858096e-32
 1.97684818e-18 1.17967418e-09 4.53667944e-05 1.91343975e-01]"
