operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,lambda_m0p3,m1p0,m2p0,m3p0
O1,-15.3,3.0,250.0,0.01243459314796199,-6.35330378850285e-07,-2.625354508084328e-12,18.50319428608166,426.6893065268076,11534.72007641162
O1,-15.3,3.0,500.0,0.012938948900199388,-6.587519309910268e-07,-2.7035486587333977e-12,18.572746563412615,428.58673224298286,11589.777465383371
O1,-15.3,3.0,1000.0,0.013169786165639763,-6.694781730758356e-07,-2.7397537378079362e-12,18.602680888599,429.4035242436509,11613.480707191673
O1,-15.3,3.0,5000.0,0.01334420340533804,-6.775536573357782e-07,-2.766976483598939e-12,18.624255993849754,429.9922873053522,11630.567487491919
O1,-15.3,4.0,0.0,0.00465689539456855,-1.461364313458535e-06,-5.719286338706125e-12,3.165657022194317,43.57170259498364,885.0971003603881
O1,-15.3,4.0,0.1,0.004650362821252875,-1.4537280597571528e-06,-5.6985967136715964e-12,3.1775234636927143,43.79574389332893,890.4337759251355
O1,-15.3,4.0,5.0,0.003742741302646112,-6.521195550972134e-07,-3.3450459312448544e-12,5.6117859882626675,94.73882645277016,2176.678717442468
O1,-15.3,4.0,10.0,0.0033691160963058926,-3.501073505846441e-07,-2.1155314989956016e-12,9.214793358835212,181.14331389255642,4522.571975777695
O1,-15.3,4.0,25.0,0.004690202291515344,-2.955772034162673e-07,-1.6314186526514137e-12,14.921686236240607,329.8433443665308,8737.233076163291
O1,-15.3,4.0,50.0,0.007369111345804246,-4.0501446128002934e-07,-1.8196668038654908e-12,17.184970922016475,390.83598231137915,10495.979448133678
O1,-15.3,4.0,75.0,0.009018044442923749,-4.784197346401201e-07,-2.0892079073498816e-12,17.800611086472554,407.5537990213072,10979.933343970688
O1,-15.3,4.0,100.0,0.010015101942139972,-5.237560277031624e-07,-2.2485731690325197e-12,18.061194545899177,414.64423239944483,11185.401809672334
O1,-15.3,4.0,250.0,0.011960698114894247,-6.133620694180108e-07,-2.5519439001224384e-12,18.43202398787535,424.7483043592939,11478.406629915095
O1,-15.3,4.0,500.0,0.012582111623156068,-6.421769847207768e-07,-2.648205961029356e-12,18.52416200187713,427.2612605883195,11551.315552283862
O1,-15.3,4.0,1000.0,0.012872255206242146,-6.556526532176029e-07,-2.6931976504173334e-12,18.56388701295301,428.3450085406135,11582.762947395488
O1,-15.3,4.0,5000.0,0.013090696719972374,-6.658031024714928e-07,-2.727314986042388e-12,18.592544951534656,429.12694252566683,11605.454160240415
O1,-15.3,5.0,0.0,0.004985119056057306,-1.8980854454504177e-06,-6.851305140505138e-12,2.621176553368362,33.632502763009725,652.8148170429288
O1,-15.3,5.0,0.1,0.004978575457314514,-1.888066390007711e-06,-6.82622597969804e-12,2.6313472882597555,33.81166808656573,656.9163466745957
O1,-15.3,5.0,5.0,0.003970489479356756,-8.171994905766383e-07,-3.870890839863973e-12,4.775758664115154,76.29049708231918,1697.6379974947067
O1,-15.3,5.0,10.0,0.0033941499877048103,-3.9970680324497857e-07,-2.351773758051122e-12,8.176830835530064,155.37745890646002,3810.470227026759
O1,-15.3,5.0,25.0,0.00429843105487209,-2.8488131970826885e-07,-1.621235217316124e-12,14.201313453431895,310.6117083871457,8185.3520085252585
O1,-15.3,5.0,50.0,0.006717955543822079,-3.769337038478263e-07,-1.714133520150801e-12,16.839749939617928,381.4832419315503,10225.555876574914
O1,-15.3,5.0,75.0,0.008346534299107932,-4.4818467284923633e-07,-1.983401309960928e-12,17.58469406625395,401.68504194045386,10809.960674606009
O1,-15.3,5.0,100.0,0.009384769743143272,-4.950594002863259e-07,-2.146448373636682e-12,17.90366584224741,410.3569197259311,11061.148317644871
O1,-15.3,5.0,250.0,0.011528447592856173,-5.934081673137667e-07,-2.482007567862582e-12,18.361399087744307,422.8227455404085,11422.54970049018
O1,-15.3,5.0,500.0,0.012247648207243434,-6.266599865999233e-07,-2.5963435282579593e-12,18.475830962456005,425.94296857798065,11513.065891211518
O1,-15.3,5.0,1000.0,0.012589902669247227,-6.42538675662406e-07,-2.6494132713987937e-12,18.525254601440814,427.291065702841,11552.180379775458
O1,-15.3,5.0,5000.0,0.012850247355432613,-6.546300769324942e-07,-2.6897827330891784e-12,18.560941712819627,428.26465100552286,11580.431101668755
O1,-15.3,6.0,0.0,0.00524626158381518,-2.35189995424211e-06,-7.945458658553541e-12,2.236506324270965,27.058095270760564,504.9197839792298
O1,-15.3,6.0,0.1,0.00524006013776186,-2.339520280257056e-06,-7.916381343444686e-12,2.2453926363225096,27.2053275407998,508.171572006642
O1,-15.3,6.0,5.0,0.004190748353320465,-9.947041945049328e-07,-4.397938389161713e-12,4.156530944067834,63.207029260444536,1365.827301292846
O1,-15.3,6.0,10.0,0.003459735764713146,-4.556477403446938e-07,-2.573338548314605e-12,7.349029601964131,135.27006323858282,3261.0284971402148
O1,-15.3,6.0,25.0,0.004030212893678566,-2.8030073354128344e-07,-1.6358770424764286e-12,13.54729215869513,293.2414178231811,7688.206683835518
O1,-15.3,6.0,50.0,0.00621204102614413,-3.5569390554370103e-07,-1.6355081795468334e-12,16.508125788028558,372.51446026955483,9966.465063805166
O1,-15.3,6.0,75.0,0.007793890540834155,-4.236253354491214e-07,-1.893224981301525e-12,17.37395231169631,395.9626277381085,10644.31070965124
O1,-15.3,6.0,100.0,0.008845906876127805,-4.7063705616634276e-07,-2.062273538994357e-12,17.74886129134054,406.1466799830426,10939.172103785448
O1,-15.3,6.0,250.0,0.011131227078818648,-5.750621486906565e-07,-2.420802535432191e-12,18.2913133403096,420.91245160980077,11367.143985765933
O1,-15.3,6.0,500.0,0.011933489816888502,-6.12101889719018e-07,-2.547741785480735e-12,18.427751465934,424.63179965347643,11475.026801663382
O1,-15.3,6.0,1000.0,0.012321742361871418,-6.30096010482223e-07,-2.6078176361123766e-12,18.486782648110136,426.2416669834069,11521.732150173086
O1,-15.3,6.0,5000.0,0.012619885629956114,-6.439306886893388e-07,-2.654059880122838e-12,18.529445728910247,427.40539706187525,11555.497845781734
O1,-15.3,8.0,0.0,0.005590670366356931,-3.2733676608643784e-06,-9.983128297911112e-12,1.7290218331440808,19.055960795053142,333.2578669517305
O1,-15.3,8.0,0.1,0.005586256987750377,-3.2567973726710963e-06,-9.948890761888852e-12,1.7361041298858926,19.161786006173003,335.45454883360657
O1,-15.3,8.0,5.0,0.004584023656401016,-1.3782616729241056e-06,-5.488305215643824e-12,3.3006122370834468,46.1370202297573,946.4384284496692
O1,-15.3,8.0,10.0,0.0036372617759853486,-5.800461613499852e-07,-3.0970979867135377e-12,6.111587031492497,106.12905221529243,2477.593755594615
O1,-15.3,8.0,25.0,0.003701965435920127,-2.820135942620303e-07,-1.6979562331611988e-12,12.40472794993032,263.129265655133,6829.798001065318
O1,-15.3,8.0,50.0,0.005450888620798099,-3.2250791093191844e-07,-1.7004545789995432e-12,15.8825765955022,355.6405324722561,9479.661619211707
O1,-15.3,8.0,75.0,0.006941564846880723,-3.864964143863424e-07,-1.7500210998539175e-12,16.967267752639618,384.9360694209152,10325.362314993565
O1,-15.3,8.0,100.0,0.00797599526858781,-4.31691777306217e-07,-1.9225231692756448e-12,17.447146799053634,397.9494823518432,10701.815735291093
O1,-15.3,8.0,250.0,0.010428163618747332,-5.426993622085456e-07,-2.312162443768714e-12,18.15273479517537,417.1369581230092,11257.66539410361
O1,-15.3,8.0,500.0,0.011360081577550928,-5.856304575892891e-07,-2.4558559832322033e-12,18.332339287202707,422.0306077629126,11399.57370244781
O1,-15.3,8.0,1000.0,0.011823822604454406,-6.070233381396114e-07,-2.5308577027589885e-12,18.410316133793266,424.156388103524,11461.235323842528
O1,-15.3,8.0,5000.0,0.01218709528353557,-6.23852612925863e-07,-2.5869694006090997e-12,18.466773348892687,425.69593970350525,11505.898893897793
O1,-15.3,9.0,0.0,0.005689785667632147,-3.7312411392244686e-06,-1.0899973445284696e-11,1.5528442869004249,16.481550156188142,280.54104896750516
O1,-15.3,9.0,0.1,0.005686553891073071,-3.7128840688465343e-06,-1.0862274735014342e-11,1.559271163335061,16.573455732802508,282.3979801614598
O1,-15.3,9.0,5.0,0.004754906730972906,-1.580737913359523e-06,-6.0355403773562686e-12,2.9925021119813313,40.33705553520701,808.5101537035675
O1,-15.3,9.0,10.0,0.0037368971083621425,-6.480833403994761e-07,-3.3315304954373056e-12,5.637002793545211,95.307505568496,2191.6181742776507
O1,-15.3,9.0,25.0,0.003601324117777396,-2.8635177664648504e-07,-1.7393178025092191e-12,11.902793480097909,250.0067170783561,6457.258542227391
O1,-15.3,9.0,50.0,0.005179759597873583,-3.123296753786192e-07,-1.6704004988472278e-12,15.587249569672109,347.6953800493669,9250.76131008
O1,-15.3,9.0,75.0,0.006604429416371783,-3.721031068847095e-07,-1.6969576294620547e-12,16.77098254593255,379.62214795320494,10171.773502536733
O1,-15.3,9.0,100.0,0.007621467963855859,-4.1600104735389815e-07,-1.865286411594811e-12,17.300103787530627,393.95872363658,10586.3226803348
O1,-15.3,9.0,250.0,0.010115569725783563,-5.283569382901043e-07,-2.264094052888503e-12,18.08422997452319,415.2714150436216,11203.582311023201
O1,-15.3,9.0,500.0,0.011096922919409127,-5.734793220159912e-07,-2.4155372779307547e-12,18.285002748245613,420.74047459202825,11362.156418417395
O1,-15.3,9.0,1000.0,0.011593206065063361,-5.964046984038646e-07,-2.491844639905608e-12,18.372319602253924,423.12045163351934,11431.185054032927
O1,-15.3,9.0,5000.0,0.011983546916014998,-6.144203874755795e-07,-2.5554772341699033e-12,18.435595873663573,424.84570545161455,11481.23228164721
O1,-15.3,10.0,0.0,0.00574807492186458,-4.180153142097908e-06,-1.1934125724522378e-11,1.4092497113801905,14.469459055999708,240.3953224820338
O1,-15.3,10.0,0.1,0.005746268003028319,-4.16018602228629e-06,-1.1894325413659357e-11,1.4151312718648639,14.550289056883502,241.9885293967643
O1,-15.3,10.0,5.0,0.004911444267174525,-1.788820958662931e-06,-6.576096052263135e-12,2.7370044295460145,35.68824056787438,700.080442794263
O1,-15.3,10.0,10.0,0.003837935696120848,-7.191703583645085e-07,-3.563569772453202e-12,5.230813436233077,86.23091363652809,1954.3399976608966
O1,-15.3,10.0,25.0,0.0035262149061897324,-2.922720689209269e-07,-1.7809156227443412e-12,11.439899035302513,237.9690093668782,6116.452481721908
O1,-15.3,10.0,50.0,0.004952137816076094,-3.042092399610053e-07,-1.650041769211349e-12,15.302704911474695,340.053873117696,9030.809457792817
O1,-15.3,10.0,75.0,0.006311944502119723,-3.5981258460510773e-07,-1.6522654713063837e-12,16.579186838860362,374.43498710468674,10021.925808954276
O1,-15.3,10.0,100.0,0.007307532304117561,-4.023301696397673e-07,-1.8095983735832003e-12,17.155518592760828,390.03743059021826,10472.880936005728
O1,-15.3,10.0,250.0,0.009826430479670786,-5.151998978207667e-07,-2.2146534608195123e-12,18.016240257184656,413.42044970645964,11149.930027393126
O1,-15.3,10.0,500.0,0.010848170018250943,-5.620150815859114e-07,-2.3770885653219593e-12,18.237910038172306,419.45724408243655,11324.943156742005
O1,-15.3,10.0,1000.0,0.011372298741935252,-5.86194479570062e-07,-2.4577598823291673e-12,18.33447958762051,422.08894665789023,11401.265775933796
O1,-15.3,10.0,5000.0,0.011788013204185568,-6.053749533638079e-07,-2.524738057246252e-12,18.40452349493633,423.9984471001102,11456.653639521168
O1,-15.3,12.0,0.0,0.005758778961015027,-5.040209471442604e-06,-1.404662402085224e-11,1.189296519296784,11.548671808698607,184.04850477464785
O1,-15.3,12.0,0.1,0.005760090821523939,-5.017784311724675e-06,-1.39990831964514e-11,1.1943234307020665,11.613138452140355,185.2646350536073
O1,-15.3,12.0,5.0,0.005175260493445096,-2.216179907291901e-06,-7.633425624538838e-12,2.3378043198359038,28.749901071860553,542.4619946269315
O1,-15.3,12.0,10.0,0.0040375228749154465,-8.690608205909491e-07,-4.030078543862791e-12,4.5719283182750825,71.92392558412166,1586.0642096676072
O1,-15.3,12.0,25.0,0.0034261093683576856,-3.0727288163549885e-07,-1.8754618376364012e-12,10.614326020317808,216.66899915910616,5515.873754801669
O1,-15.3,12.0,50.0,0.004593737027204267,-2.9264089679503193e-07,-1.6269354441651777e-12,14.763683915537744,325.6168157857505,8615.82286443721
O1,-15.3,12.0,75.0,0.005829304552421903,-3.399699578386661e-07,-1.5882796745695638e-12,16.208461588575336,364.4237537865397,9732.943252185838
O1,-15.3,12.0,100.0,0.0067753423703913315,-3.793776406178172e-07,-1.7233726055924947e-12,16.873479212154127,382.39631845842246,10251.945766396851
O1,-15.3,12.0,250.0,0.009304072130529613,-4.91390851231563e-07,-2.1339025971550584e-12,17.88178306681114,409.76159328555815,11043.8982814112
O1,-15.3,12.0,500.0,0.010389201204888527,-5.40909436167777e-07,-2.30620027454004e-12,18.144448607569192,416.91127683463486,11251.122336106888
O1,-15.3,12.0,1000.0,0.01095945567081891,-5.671431319249502e-07,-2.3942002432993396e-12,18.259265256554908,420.03912110780715,11341.816924189832
O1,-15.3,12.0,5000.0,0.011419448389971063,-5.883716824291622e-07,-2.4650978503839984e-12,18.34269190850279,422.312797562556,11407.758467012229
O1,-15.3,14.0,0.0,0.005654704601381077,-5.8361041432371415e-06,-1.568085403664784e-11,1.0287336052503595,9.548842817961653,147.02202113499678
O1,-15.3,14.0,0.1,0.00565953536535292,-5.812180844211945e-06,-1.563789801953786e-11,1.0331218454576103,9.601936190554184,147.98653278143
O1,-15.3,14.0,5.0,0.0053837217012098456,-2.654310864983078e-06,-8.641210293284732e-12,2.0402306988307437,23.86612449263804,435.1922764551104
O1,-15.3,14.0,10.0,0.0042293488166016855,-1.0282636211936004e-06,-4.495893274069496e-12,4.060463172552372,61.22831403224508,1316.3445498604249
O1,-15.3,14.0,25.0,0.0033840115417648965,-3.26292144349327e-07,-1.9875178194692725e-12,9.899889503019711,198.43336428584072,5004.548520770105
O1,-15.3,14.0,50.0,0.004326716432934056,-2.8551942858115875e-07,-1.6214096534488876e-12,14.261343725184595,312.21049502083775,8231.17524380193
O1,-15.3,14.0,75.0,0.005422835909761068,-3.214312697945959e-07,-1.6972513217192777e-12,15.853953202481234,354.86986830069014,9457.449685211532
O1,-15.3,14.0,100.0,0.006342839670543692,-3.610941904149157e-07,-1.6573376622564825e-12,16.600563381110327,375.0128612510697,10038.615700701412
O1,-15.3,14.0,250.0,0.00884739277466115,-4.707041479600264e-07,-2.0625067160860654e-12,17.749317947110995,406.1590953797216,10939.531729893086
O1,-15.3,14.0,500.0,0.009976498792199065,-5.220650433940431e-07,-2.237683149988055e-12,18.051940192295586,414.39228306786316,11178.098674684092
O1,-15.3,14.0,1000.0,0.010581316539454171,-5.497355104175301e-07,-2.335896750685503e-12,18.184665514262235,418.00669354323924,11282.882294313078
O1,-15.3,14.0,5000.0,0.01107676469882049,-5.725493376071991e-07,-2.412443804725309e-12,18.281274388089766,420.6388710351945,11359.209809330903
O1,-15.3,16.0,0.0,0.005458146373434841,-6.555130975658182e-06,-1.7126302019672663e-11,0.90636792675346,8.105137972606071,121.22306481718284
O1,-15.3,16.0,0.1,0.005466666521239044,-6.530719359589439e-06,-1.7078464543735553e-11,0.9102610518320826,8.149956626004673,122.01098137899923
O1,-15.3,16.0,5.0,0.005538968683849697,-3.09169461784845e-06,-9.606136692613578e-12,1.8098581107748548,20.27420804855371,358.6782618756779
O1,-15.3,16.0,10.0,0.004408544705758486,-1.1950074955351067e-06,-4.976910603209245e-12,3.651920059972233,52.98443915169432,1112.505572084599
O1,-15.3,16.0,25.0,0.003368023314078016,-3.4765006092954674e-07,-2.1026055985511503e-12,9.275563363718193,182.66852958191413,4564.966619420353
O1,-15.3,16.0,50.0,0.004122391484085785,-2.8149589814183887e-07,-1.628485793451784e-12,13.792063310591487,299.73174990089933,7873.806978191585
O1,-15.3,16.0,75.0,0.0051186587380729455,-3.1009576210801474e-07,-1.6650962454503298e-12,15.514620379224391,345.7436205333826,9194.563165179366
O1,-15.3,16.0,100.0,0.0059841960966122544,-3.462130676643867e-07,-1.610670588599815e-12,16.336335446344044,367.87462240606146,9832.521442734282
O1,-15.3,16.0,250.0,0.008444857606330994,-4.5258925474973867e-07,-1.9990245427419428e-12,17.618800952889682,402.6117006457569,10836.793081180502
O1,-15.3,16.0,500.0,0.009601513355567519,-5.049324407091228e-07,-2.1798979726259497e-12,17.960370289613273,411.8998484322725,11105.859862529956
O1,-15.3,16.0,1000.0,0.010233708678821962,-5.337726506628524e-07,-2.2823109663996008e-12,18.1106728585332,415.99144960894546,11224.455517767019
O1,-15.3,16.0,5000.0,0.010758082863790784,-5.578658693775289e-07,-2.36327448835815e-12,18.22026678827932,418.9765490685898,11311.004147225036
O1,-15.3,19.0,0.0,-0.0025412671222564587,-4.433630933871311e-08,2.1949614247543897e-13,0.7691370905216925,6.573831442539535,94.85512607041544
O1,-15.3,19.0,0.1,-0.002530107602913561,-4.414782412941796e-08,2.1852560951601255e-13,0.7724663281799775,6.609841561772534,95.46216643957409
O1,-15.3,19.0,5.0,0.005692330538157781,-3.745987102131969e-06,-1.0930053494643644e-11,1.5477174129979925,16.40834647217347,279.06337979156217
O1,-15.3,19.0,10.0,0.0046528272729696694,-1.4566061703500104e-06,-5.706543396034329e-12,3.1730377297893746,43.71101713018976,888.4151072118929
O1,-15.3,19.0,25.0,0.003380745212834263,-3.835301100057378e-07,-2.278533680172735e-12,8.473961165423077,162.69521030612444,4011.8792942661294
O1,-15.3,19.0,50.0,0.0038965454352645782,-2.79578985362054e-07,-1.6528575336075561e-12,13.143326505308702,282.55914680281126,7383.161094112924
O1,-15.3,19.0,75.0,0.004761588643509151,-2.978443192416114e-07,-1.6355208319698119e-12,15.032010047574994,332.797163250785,8822.123312931797
O1,-15.3,19.0,100.0,0.005524092122959841,-3.253365629273467e-07,-1.7091025955054824e-12,15.955397025081437,357.60175222301484,9536.19613325082
O1,-15.3,19.0,250.0,0.00792380358226816,-4.293746328707737e-07,-1.914241961042554e-12,17.426585212968106,397.39127102591283,10685.658530760009
O1,-15.3,19.0,500.0,0.009100975387819479,-4.821760426030044e-07,-2.10215516586547e-12,17.824744140658353,408.2101090415635,10998.94692101126
O1,-15.3,19.0,1000.0,0.00976311628017127,-5.123072822630903e-07,-2.204876049251769e-12,18.00080604983282,413.0003426656101,11137.753901245997
O1,-15.3,19.0,5000.0,0.010319793363813603,-5.377221064055066e-07,-2.2955804272772012e-12,18.1295150570914,416.50456944252153,11239.331187859305
O1,-15.3,22.0,0.0,-0.0029332295746603175,-5.095763227187665e-08,2.535736396260037e-13,0.6679973327404212,5.507835575589097,77.19891094540044
O1,-15.3,22.0,0.1,-0.0029203128226169546,-5.073940457306992e-08,2.5245095090743656e-13,0.6709051453574878,5.537716046578761,77.68518330861247
O1,-15.3,22.0,5.0,0.0057612545520251265,-4.381983882996864e-06,-1.2621379739947677e-11,1.351906623469458,13.688678793200124,225.0950023073851
O1,-15.3,22.0,10.0,0.004869022877245011,-1.729175873515555e-06,-6.420846377201156e-12,2.80518868781605,36.91380894456103,728.4651576502475
O1,-15.3,22.0,25.0,0.0034192002079556074,-4.2311548533654173e-07,-2.445837316769298e-12,7.799888098282409,146.1679348926144,3558.0494664089274
O1,-15.3,22.0,50.0,0.0037365110957663706,-2.8115879972202385e-07,-1.687111861003434e-12,12.55287725184459,267.01548643133657,6940.315652911266
O1,-15.3,22.0,75.0,0.0044889512099403,-2.896777356781527e-07,-1.6217297992681246e-12,14.578518847408327,320.6695691356778,8473.796155766402
O1,-15.3,22.0,100.0,0.0051836663799358276,-3.1247266122907065e-07,-1.6708011348532494e-12,15.591819578095286,347.8182187017932,9254.298705116951
O1,-15.3,22.0,250.0,0.007483372666998232,-4.0993603035159816e-07,-1.8430471076607267e-12,17.23851824134099,392.28812527600525,10537.987796415307
O1,-15.3,22.0,500.0,0.008662627023313206,-4.623735755765451e-07,-2.033464854008447e-12,17.691150977545664,404.57788032553526,10893.733126573468
O1,-15.3,22.0,1000.0,0.009342554765703014,-4.931421443663973e-07,-2.1397417397023834e-12,17.89226419811775,410.0467278559443,11052.160164481817
O1,-15.3,22.0,5000.0,0.009924318009458385,-5.196775400382177e-07,-2.2296374358366944e-12,18.0396628800932,414.05804957460487,11168.410642062527
O1,-15.3,22.0,0.0,-0.0029332295746603175,-5.095763227187665e-08,2.535736396260037e-13,0.6679973327404212,5.507835575589097,77.19891094540044
O1,-15.3,22.0,0.1,-0.0029203128226169546,-5.073940457306992e-08,2.5245095090743656e-13,0.6709051453574878,5.537716046578761,77.68518330861247
O1,-15.3,22.0,5.0,0.0057612545520251265,-4.381983882996864e-06,-1.2621379739947677e-11,1.351906623469458,13.688678793200124,225.0950023073851
O1,-15.3,22.0,10.0,0.004869022877245011,-1.729175873515555e-06,-6.420846377201156e-12,2.80518868781605,36.91380894456103,728.4651576502475
O1,-15.3,22.0,25.0,0.0034192002079556074,-4.2311548533654173e-07,-2.445837316769298e-12,7.799888098282409,146.1679348926144,3558.0494664089274
O1,-15.3,22.0,50.0,0.0037365110957663706,-2.8115879972202385e-07,-1.687111861003434e-12,12.55287725184459,267.01548643133657,6940.315652911266
